index,model,item,sentence_id,correct_form,sentence,incorrect_form,incorrect_sentence,mutation_type,trigger_type,specific_trigger,correct_nll_mean,incorrect_nll_mean,delta,layer_nll_correct,layer_nll_incorrect
10,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 10
sent_id                                                               2
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                  chapasiti
lemma                                                          capasiti
mutation_type                                                        AM
trigger_type                                                          L
specific_trigger                                                      â
token_id                                                            9.0
prev_word                                                             â
incorrect_form                                                 capasiti
incorrect_sentence    Y gred yw bod y system bresennol â capasiti i ...
num_diffs                                                             1
Name: 10, dtype: object>",2,chapasiti,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",capasiti,"Y gred yw bod y system bresennol â capasiti i bweru tua 144,000 o gartrefi.",AM,L,â,5.336981424375584,5.60520836379793,0.26822693942234554,"[10.814636130081979, 10.219337463378906, 9.54514475872642, 8.94565278605411, 5.336981424375584]","[10.804873943328857, 10.229168679979113, 9.500814782248604, 8.903834475411308, 5.60520836379793]"
11,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 11
sent_id                                                               2
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                      bweru
lemma                                                             pweru
mutation_type                                                        SM
trigger_type                                                          L
specific_trigger                                                      i
token_id                                                           11.0
prev_word                                                             i
incorrect_form                                                    pweru
incorrect_sentence    Y gred yw bod y system bresennol â chapasiti i...
num_diffs                                                             1
Name: 11, dtype: object>",2,bweru,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",pweru,"Y gred yw bod y system bresennol â chapasiti i pweru tua 144,000 o gartrefi.",SM,L,i,5.336981424375584,5.548926093076405,0.21194466870082085,"[10.814636130081979, 10.219337463378906, 9.54514475872642, 8.94565278605411, 5.336981424375584]","[10.813760908026444, 10.22289416664525, 9.584512183540745, 9.043352729395815, 5.548926093076405]"
12,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 12
sent_id                                                               3
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y prosiect mwyaf sydd ar y gweill yw fferm sol...
correct_form                                                   prosiect
lemma                                                          prosiect
mutation_type                                                     no_AM
trigger_type                                                no_mutation
specific_trigger                                            no_mutation
token_id                                                            2.0
prev_word                                                             Y
incorrect_form                                                phrosiect
incorrect_sentence    Y phrosiect mwyaf sydd ar y gweill yw fferm so...
num_diffs                                                             1
Name: 12, dtype: object>",3,prosiect,"Y prosiect mwyaf sydd ar y gweill yw fferm solar Alaw Môn ar Ynys Môn, fydd yn 660 erw o faint",phrosiect,"Y phrosiect mwyaf sydd ar y gweill yw fferm solar Alaw Môn ar Ynys Môn, fydd yn 660 erw o faint",no_AM,no_mutation,no_mutation,6.575963546400485,6.693705045658609,0.11774149925812427,"[10.7916609307994, 10.438557624816895, 9.772240680197012, 9.21138622449792, 6.575963546400485]","[10.797337946684465, 10.474928275398586, 9.777650501417076, 9.199871394945228, 6.693705045658609]"
13,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 13
sent_id                                                               3
source                https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence      Y prosiect mwyaf sydd ar y gweill yw fferm sol...
correct_form                                                       fydd
lemma                                                               bod
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                  relative_zero_trigger
token_id                                                           16.0
prev_word                                                           Môn
incorrect_form                                                     bydd
incorrect_sentence    Y prosiect mwyaf sydd ar y gweill yw fferm sol...
num_diffs                                                             1
Name: 13, dtype: object>",3,fydd,"Y prosiect mwyaf sydd ar y gweill yw fferm solar Alaw Môn ar Ynys Môn, fydd yn 660 erw o faint",bydd,"Y prosiect mwyaf sydd ar y gweill yw fferm solar Alaw Môn ar Ynys Môn, bydd yn 660 erw o faint",SM,MS,relative_zero_trigger,6.575963546400485,6.55992591381073,-0.016037632589754658,"[10.7916609307994, 10.438557624816895, 9.772240680197012, 9.21138622449792, 6.575963546400485]","[10.790588793547258, 10.430721531743588, 9.777398067971934, 9.226073866305144, 6.55992591381073]"
14,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 14
sent_id                                                               4
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am...
correct_form                                                        Fis
lemma                                                               mis
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                               adverb_time_place_manner
token_id                                                            1.0
prev_word                                                           NaN
incorrect_form                                                      Mis
incorrect_sentence    Mis diwethaf fe gipiodd y Cofis Gwpan Cymru am...
num_diffs                                                             1
Name: 14, dtype: object>",4,Fis,"Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am y tro cyntaf yn hanes y clwb, gan sicrhau lle yng Nghyngres Europa y tymor nesaf.",Mis,"Mis diwethaf fe gipiodd y Cofis Gwpan Cymru am y tro cyntaf yn hanes y clwb, gan sicrhau lle yng Nghyngres Europa y tymor nesaf.",SM,MS,adverb_time_place_manner,5.060867910273373,5.032766863703728,-0.028101046569645405,"[10.767777025699615, 10.337600499391556, 9.71188399195671, 9.157664701342583, 5.060867910273373]","[10.76719257235527, 10.29926684498787, 9.672292053699493, 9.107288360595703, 5.032766863703728]"
15,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 15
sent_id                                                               4
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am...
correct_form                                                     cyntaf
lemma                                                            cyntaf
mutation_type                                                     no_AM
trigger_type                                                no_mutation
specific_trigger                                            no_mutation
token_id                                                           12.0
prev_word                                                           tro
incorrect_form                                                  chyntaf
incorrect_sentence    Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am...
num_diffs                                                             1
Name: 15, dtype: object>",4,cyntaf,"Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am y tro cyntaf yn hanes y clwb, gan sicrhau lle yng Nghyngres Europa y tymor nesaf.",chyntaf,"Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am y tro chyntaf yn hanes y clwb, gan sicrhau lle yng Nghyngres Europa y tymor nesaf.",no_AM,no_mutation,no_mutation,5.060867910273373,5.662118371688958,0.6012504614155851,"[10.767777025699615, 10.337600499391556, 9.71188399195671, 9.157664701342583, 5.060867910273373]","[10.78150379296505, 10.409160787409002, 9.824311458703244, 9.3068841009429, 5.662118371688958]"
16,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 16
sent_id                                                               4
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am...
correct_form                                                    gipiodd
lemma                                                             cipio
mutation_type                                                        SM
trigger_type                                                          L
specific_trigger                                                     fe
token_id                                                            4.0
prev_word                                                            fe
incorrect_form                                                  cipiodd
incorrect_sentence    Fis diwethaf fe cipiodd y Cofis Gwpan Cymru am...
num_diffs                                                             1
Name: 16, dtype: object>",4,gipiodd,"Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am y tro cyntaf yn hanes y clwb, gan sicrhau lle yng Nghyngres Europa y tymor nesaf.",cipiodd,"Fis diwethaf fe cipiodd y Cofis Gwpan Cymru am y tro cyntaf yn hanes y clwb, gan sicrhau lle yng Nghyngres Europa y tymor nesaf.",SM,L,fe,5.060867910273373,5.248361111618578,0.1874932013452053,"[10.767777025699615, 10.337600499391556, 9.71188399195671, 9.157664701342583, 5.060867910273373]","[10.769346594810486, 10.35660982131958, 9.76951014995575, 9.252282947301865, 5.248361111618578]"
17,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 17
sent_id                                                               4
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am...
correct_form                                                  Nghyngres
lemma                                                           cyngres
mutation_type                                                        NM
trigger_type                                                          L
specific_trigger                                                    yng
token_id                                                           21.0
prev_word                                                           yng
incorrect_form                                                  Cyngres
incorrect_sentence    Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am...
num_diffs                                                             1
Name: 17, dtype: object>",4,Nghyngres,"Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am y tro cyntaf yn hanes y clwb, gan sicrhau lle yng Nghyngres Europa y tymor nesaf.",Cyngres,"Fis diwethaf fe gipiodd y Cofis Gwpan Cymru am y tro cyntaf yn hanes y clwb, gan sicrhau lle yng Cyngres Europa y tymor nesaf.",NM,L,yng,5.060867910273373,5.38837153930217,0.32750362902879715,"[10.767777025699615, 10.337600499391556, 9.71188399195671, 9.157664701342583, 5.060867910273373]","[10.76637265086174, 10.369302719831467, 9.770744621753693, 9.249144405126572, 5.38837153930217]"
18,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 18
sent_id                                                               5
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
correct_form                                                      Gwpan
lemma                                                             cwpan
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                 direct_object_mutation
token_id                                                            4.0
prev_word                                                           tîm
incorrect_form                                                    Cwpan
incorrect_sentence    Enillodd y tîm Cwpan Ieuenctid Cymru ddechrau ...
num_diffs                                                             1
Name: 18, dtype: object>",5,Gwpan,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,Cwpan,Enillodd y tîm Cwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,SM,MS,direct_object_mutation,5.3709718922773995,5.219334000349045,-0.1516378919283543,"[10.776738421122234, 10.366505750020345, 9.700881576538086, 9.157516558965048, 5.3709718922773995]","[10.77612346013387, 10.372560755411785, 9.686483891805013, 9.105640570322672, 5.219334000349045]"
19,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 19
sent_id                                                               5
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
correct_form                                                   ddechrau
lemma                                                           dechrau
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                               adverb_time_place_manner
token_id                                                            7.0
prev_word                                                         Cymru
incorrect_form                                                  dechrau
incorrect_sentence    Enillodd y tîm Gwpan Ieuenctid Cymru dechrau E...
num_diffs                                                             1
Name: 19, dtype: object>",5,ddechrau,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,dechrau,Enillodd y tîm Gwpan Ieuenctid Cymru dechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,SM,MS,adverb_time_place_manner,5.3709718922773995,5.410495330890019,0.03952343861261998,"[10.776738421122234, 10.366505750020345, 9.700881576538086, 9.157516558965048, 5.3709718922773995]","[10.773939418792725, 10.360540262858073, 9.707446988423666, 9.17020287513733, 5.410495330890019]"
20,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 20
sent_id                                                               5
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
correct_form                                                       chyn
lemma                                                               cyn
mutation_type                                                        AM
trigger_type                                                          L
specific_trigger                                                      a
token_id                                                           10.0
prev_word                                                             a
incorrect_form                                                      cyn
incorrect_sentence    Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
num_diffs                                                             1
Name: 20, dtype: object>",5,chyn,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,cyn,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a cyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,AM,L,a,5.3709718922773995,5.362094417214394,-0.008877475063005846,"[10.776738421122234, 10.366505750020345, 9.700881576538086, 9.157516558965048, 5.3709718922773995]","[10.766289202372233, 10.35748357772827, 9.69093443552653, 9.150613657633464, 5.362094417214394]"
21,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 21
sent_id                                                               5
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
correct_form                                                      Cymru
lemma                                                             Cymru
mutation_type                                                     no_AM
trigger_type                                                no_mutation
specific_trigger                                            no_mutation
token_id                                                            6.0
prev_word                                                     Ieuenctid
incorrect_form                                                   Chymru
incorrect_sentence    Enillodd y tîm Gwpan Ieuenctid Chymru ddechrau...
num_diffs                                                             1
Name: 21, dtype: object>",5,Cymru,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,Chymru,Enillodd y tîm Gwpan Ieuenctid Chymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,no_AM,no_mutation,no_mutation,5.3709718922773995,5.768481976787249,0.39751008450984937,"[10.776738421122234, 10.366505750020345, 9.700881576538086, 9.157516558965048, 5.3709718922773995]","[10.782135073343913, 10.37767972946167, 9.744656213124593, 9.239482466379801, 5.768481976787249]"
22,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 22
sent_id                                                               5
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
correct_form                                                     gafodd
lemma                                                              cael
mutation_type                                                        SM
trigger_type                                                          L
specific_trigger                                                     fe
token_id                                                           15.0
prev_word                                                            fe
incorrect_form                                                   cafodd
incorrect_sentence    Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
num_diffs                                                             1
Name: 22, dtype: object>",5,gafodd,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,cafodd,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe cafodd y tîm merched eu coroni'n bencampwyr.,SM,L,fe,5.3709718922773995,5.451849128802618,0.08087723652521817,"[10.776738421122234, 10.366505750020345, 9.700881576538086, 9.157516558965048, 5.3709718922773995]","[10.773168468475342, 10.369561513264975, 9.717937692006428, 9.176763820648194, 5.451849128802618]"
23,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of item                                                                 23
sent_id                                                               5
source                https://www.bbc.com/cymrufyw/erthyglau/cp8p3j4...
correct_sentence      Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
correct_form                                                 bencampwyr
lemma                                                         pencampwr
mutation_type                                                        SM
trigger_type                                                         MS
specific_trigger                                 yn_complement_adj_noun
token_id                                                           21.0
prev_word                                                      coroni'n
incorrect_form                                               pencampwyr
incorrect_sentence    Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau ...
num_diffs                                                             1
Name: 23, dtype: object>",5,bencampwyr,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n bencampwyr.,pencampwyr,Enillodd y tîm Gwpan Ieuenctid Cymru ddechrau Ebrill a chyn diwedd y mis fe gafodd y tîm merched eu coroni'n pencampwyr.,SM,MS,yn_complement_adj_noun,5.3709718922773995,5.592215490752253,0.22124359847485398,"[10.776738421122234, 10.366505750020345, 9.700881576538086, 9.157516558965048, 5.3709718922773995]","[10.786466466969458, 10.38655715153135, 9.71815303276325, 9.179310683546396, 5.592215490752253]"
