index,model,sentence_id,correct_form,correct_sentence,incorrect_sentence,incorrect_form,mutation_type,trigger_type,specific_trigger,layer_nll_correct,layer_nll_incorrect
2211,meta-llama/Llama-3.1-8B,cy_ccg_test:00385,diwtoriaid,"Cyn adeg chwalu'r mynachlogydd gan Harri VIII o Loegr, yr oedd nifer fach o Gymry, plant y bonedd gan fwyaf, yn derbyn addysg Gymraeg a Lladin mewn mynachlogydd neu yn eu plasdai eu hunain gan diwtoriaid proffesiynol.","Cyn adeg chwalu'r mynachlogydd gan Harri VIII o Loegr, yr oedd nifer fach o Gymry, plant y bonedd gan fwyaf, yn derbyn addysg Gymraeg a Lladin mewn mynachlogydd neu yn eu plasdai eu hunain gan tiwtoriaid proffesiynol.",tiwtoriaid,SM,L,gan,"[13.95486111111111, 13.95679012345679, 13.479166666666666, 13.498456790123457, 13.907021604938272, 13.865354938271604, 13.489583333333334, 13.500385802469136, 13.594135802469136, 13.96141975308642, 13.457561728395062, 13.229938271604938, 13.582561728395062, 13.124614197530864, 12.998842592592593, 13.146604938271604, 12.824074074074074, 12.058256172839506, 11.722222222222221, 11.271219135802468, 11.267939814814815, 11.195216049382717, 11.311342592592593, 11.002338927469136, 10.775535300925926, 10.174768518518519, 9.628610869984568, 9.02253101490162, 8.259108366789642, 7.653161696445795, 6.309728175033758, 4.450918315369406, 2.911539077758789]","[13.91087962962963, 14.0, 13.546296296296296, 13.564814814814815, 13.937885802469136, 13.939043209876543, 13.502314814814815, 13.514274691358025, 13.587962962962964, 13.933641975308642, 13.357253086419753, 13.12037037037037, 13.526234567901234, 13.097608024691358, 12.976466049382717, 13.104938271604938, 12.805555555555555, 12.054783950617283, 11.76736111111111, 11.266203703703704, 11.263310185185185, 11.183641975308642, 11.293981481481481, 10.974946952160494, 10.775921103395062, 10.167824074074074, 9.628996672453704, 9.047608175395448, 8.300003428518036, 7.657116171754437, 6.3252687807436345, 4.534270486713927, 2.969902109216761]"
2212,meta-llama/Llama-3.1-8B,cy_ccg_train:00312,ddydd,"Bydd y rôl gyffrous hon yn addas ar gyfer siaradwr Cymraeg a Saesneg a fydd yn arwain gwaith cyfathrebu o ddydd i ddydd gyda'r cyhoedd ar ran Sustrans yng Nghymru, gyda'r nod o godi proffil yr elusen gyda'i chynulleidfaoedd dylanwadu allweddol a'i defnyddwyr.","Bydd y rôl gyffrous hon yn addas ar gyfer siaradwr Cymraeg a Saesneg a fydd yn arwain gwaith cyfathrebu o dydd i ddydd gyda'r cyhoedd ar ran Sustrans yng Nghymru, gyda'r nod o godi proffil yr elusen gyda'i chynulleidfaoedd dylanwadu allweddol a'i defnyddwyr.",dydd,SM,L,o,"[12.735397196261681, 13.318341121495328, 13.687207943925234, 13.905373831775702, 14.257009345794392, 14.49766355140187, 13.97517523364486, 14.257009345794392, 14.501752336448599, 14.679906542056075, 14.443341121495328, 14.467289719626168, 14.571845794392523, 13.805198598130842, 13.838785046728972, 13.800233644859814, 13.865654205607477, 12.826226635514018, 12.406834112149532, 11.767231308411215, 11.73568925233645, 11.424357476635514, 11.471670560747663, 11.199182242990654, 11.04921144859813, 9.933812792056075, 9.108005987149532, 8.559928537529206, 7.549490384966414, 6.618473694703289, 4.98332114531615, 3.1828094197210866, 1.9639746329494725]","[12.76002358490566, 13.298938679245284, 13.70695754716981, 13.918926886792454, 14.26503537735849, 14.506485849056604, 14.040389150943396, 14.272995283018869, 14.487028301886792, 14.673938679245284, 14.46816037735849, 14.495283018867925, 14.56191037735849, 13.819280660377359, 13.850235849056604, 13.85377358490566, 13.925117924528301, 12.903301886792454, 12.46875, 11.749705188679245, 11.69251179245283, 11.366155660377359, 11.428360849056604, 11.12057783018868, 10.988944575471699, 9.89766362028302, 9.063531839622641, 8.51932165757665, 7.519301504459021, 6.5890530640224245, 4.999219498544369, 3.235637160966981, 2.0196474588142252]"
2213,meta-llama/Llama-3.1-8B,cy_ccg_dev:00293,bres,"Wedi'r cwbl, efo llai o brynu ma' 'na llai o wastraff a mwy o bres yn ein pocedi.","Wedi'r cwbl, efo llai o brynu ma' 'na llai o wastraff a mwy o pres yn ein pocedi.",pres,SM,L,o,"[13.730357142857143, 13.14107142857143, 14.110714285714286, 14.260714285714286, 14.264285714285714, 13.872321428571428, 13.489285714285714, 14.157142857142857, 13.969642857142857, 13.9, 13.589285714285714, 13.116071428571429, 13.425, 13.557142857142857, 13.4125, 13.6, 13.721428571428572, 12.60892857142857, 12.523214285714285, 11.930357142857142, 11.773214285714285, 11.49375, 11.33125, 11.447321428571428, 11.217857142857143, 11.725892857142858, 11.521875, 10.807589285714286, 9.896205357142858, 9.540848214285715, 8.597767857142857, 6.811941964285714, 4.886628069196429]","[13.726102941176471, 13.180147058823529, 14.141544117647058, 14.277573529411764, 14.380514705882353, 13.9375, 13.481617647058824, 14.0625, 13.777573529411764, 13.691176470588236, 13.625, 13.09375, 13.4375, 13.619485294117647, 13.391544117647058, 13.612132352941176, 13.762867647058824, 12.637867647058824, 12.555147058823529, 11.978860294117647, 11.818014705882353, 11.501838235294118, 11.301470588235293, 11.375459558823529, 11.1875, 11.740808823529411, 11.501378676470589, 10.733915441176471, 9.803079044117647, 9.423483455882353, 8.612591911764707, 6.956227022058823, 5.1197366153492645]"
2214,meta-llama/Llama-3.1-8B,cy_ccg_dev:00367,Weinidog,"Cadarnhaodd y Prif Weinidog y bydd yr Eisteddfod Genedlaethol, er enghraifft, yn derbyn yr un gefnogaeth ariannol â'r arfer, a hynny er na fydd Prifwyl draddodiadol yn cael ei chynnal yn Nhregaron eleni.","Cadarnhaodd y Prif Gweinidog y bydd yr Eisteddfod Genedlaethol, er enghraifft, yn derbyn yr un gefnogaeth ariannol â'r arfer, a hynny er na fydd Prifwyl draddodiadol yn cael ei chynnal yn Nhregaron eleni.",Gweinidog,SM,MS,adj_before_noun,"[12.969541139240507, 13.415348101265822, 13.735759493670885, 13.872626582278482, 14.50632911392405, 13.962816455696203, 13.412183544303797, 14.085838607594937, 13.979430379746836, 13.859177215189874, 13.734572784810126, 13.715189873417721, 13.83860759493671, 13.424841772151899, 13.166139240506329, 13.299446202531646, 13.230617088607595, 12.779272151898734, 12.192246835443038, 11.544303797468354, 11.423457278481013, 11.127966772151899, 11.134691455696203, 11.159117879746836, 11.226661392405063, 10.056368670886076, 9.273585838607595, 8.760729825949367, 8.061047517800633, 7.057458032535601, 5.434962695157981, 3.651298378087297, 2.359400325183627]","[13.052854938271604, 13.53858024691358, 13.883487654320987, 14.039351851851851, 14.647376543209877, 14.057098765432098, 13.427469135802468, 14.097222222222221, 14.084876543209877, 13.960648148148149, 13.794753086419753, 13.698302469135802, 13.81712962962963, 13.461805555555555, 13.282407407407407, 13.432098765432098, 13.372299382716049, 12.829475308641975, 12.296682098765432, 11.701774691358025, 11.514467592592593, 11.211612654320987, 11.259452160493828, 11.276716820987655, 11.32860725308642, 10.115258487654321, 9.34399112654321, 8.847029320987655, 8.159297236689815, 7.219030309606482, 5.560859774365837, 3.7351380336431808, 2.38674063447081]"
2215,meta-llama/Llama-3.1-8B,cy_ccg_test:00441,fod,Nid oes rhyfedd fod llawer o bobl o'r gogledd yn teimlo mor elyniaethus tuag at y sefydliad hwn.,Nid oes rhyfedd bod llawer o bobl o'r gogledd yn teimlo mor elyniaethus tuag at y sefydliad hwn.,bod,SM,MS,direct_object_mutation,"[13.928571428571429, 13.949404761904763, 13.822916666666666, 14.352678571428571, 15.037202380952381, 14.276785714285714, 13.982142857142858, 14.083333333333334, 14.132440476190476, 14.404761904761905, 14.308035714285714, 13.933035714285714, 14.139880952380953, 13.513392857142858, 13.788690476190476, 14.266369047619047, 14.154761904761905, 12.9375, 12.654761904761905, 12.272321428571429, 12.304315476190476, 12.256696428571429, 12.486607142857142, 12.724702380952381, 12.584077380952381, 11.287574404761905, 11.208519345238095, 10.26264880952381, 9.420293898809524, 8.208798363095237, 6.35678463890439, 4.004301252819243, 2.586064111618769]","[14.069940476190476, 14.041666666666666, 14.013392857142858, 14.352678571428571, 14.989583333333334, 14.235119047619047, 14.004464285714286, 13.87797619047619, 14.005952380952381, 14.401785714285714, 14.354166666666666, 13.824404761904763, 14.046130952380953, 13.5625, 13.763392857142858, 14.141369047619047, 14.014880952380953, 12.727678571428571, 12.483630952380953, 12.247767857142858, 12.26860119047619, 12.17485119047619, 12.433779761904763, 12.693452380952381, 12.546130952380953, 11.29985119047619, 11.268973214285714, 10.329985119047619, 9.47265625, 8.349051339285714, 6.432874407087054, 4.131505693708148, 2.619572957356771]"
2216,meta-llama/Llama-3.1-8B,cy_ccg_test:00830,gyfeiriad,"Roedd y pwnc penodol y bûm yn gweithio arno o ddiddordeb ar yr un pryd i SHTG ac rydw i wedi gweithredu fel cyswllt, gan rannu gwybodaeth i'r ddau gyfeiriad ac arbed amser.","Roedd y pwnc penodol y bûm yn gweithio arno o ddiddordeb ar yr un pryd i SHTG ac rydw i wedi gweithredu fel cyswllt, gan rannu gwybodaeth i'r ddau cyfeiriad ac arbed amser.",cyfeiriad,SM,L,ddau,"[13.348817567567568, 13.597128378378379, 13.654983108108109, 14.383445945945946, 14.916385135135135, 14.80152027027027, 13.88302364864865, 13.907094594594595, 13.974662162162161, 14.03885135135135, 14.0, 13.954391891891891, 14.423141891891891, 13.80954391891892, 13.958614864864865, 14.320945945945946, 14.195945945945946, 13.282516891891891, 12.683277027027026, 11.752533783783784, 11.913429054054054, 11.730574324324325, 11.668074324324325, 11.504222972972974, 11.462837837837839, 10.30954391891892, 9.804159628378379, 9.18116554054054, 8.47286739864865, 7.887141047297297, 6.0825178816511825, 4.028291135220914, 2.662154906504863]","[13.302364864864865, 13.61739864864865, 13.674408783783784, 14.385135135135135, 14.90625, 14.782094594594595, 13.845861486486486, 13.954391891891891, 13.994087837837839, 14.03293918918919, 13.99070945945946, 13.97804054054054, 14.418074324324325, 13.828125, 13.958614864864865, 14.309966216216216, 14.184966216216216, 13.303631756756756, 12.693412162162161, 11.72043918918919, 11.896537162162161, 11.72804054054054, 11.656672297297296, 11.478885135135135, 11.42483108108108, 10.33445945945946, 9.815983952702704, 9.187077702702704, 8.473289695945946, 7.90086570945946, 6.083995922191723, 4.037743336445576, 2.6775353534801587]"
2217,meta-llama/Llama-3.1-8B,cy_ccg_train:00697,ddim,Fedrwn i ddim credu beth oeddwn i'n ei deimlo o dana i.,Fedrwn i dim credu beth oeddwn i'n ei deimlo o dana i.,dim,SM,L,i,"[12.705729166666666, 13.997395833333334, 13.611979166666666, 13.638020833333334, 14.2734375, 14.037760416666666, 13.51171875, 13.854166666666666, 13.5625, 13.903645833333334, 14.065104166666666, 13.75, 14.200520833333334, 13.822916666666666, 13.783854166666666, 13.979166666666666, 13.747395833333334, 12.924479166666666, 12.268229166666666, 12.109375, 12.115885416666666, 12.170572916666666, 12.345052083333334, 12.326822916666666, 11.544270833333334, 11.3779296875, 11.150065104166666, 10.4691162109375, 10.025950113932291, 9.727864583333334, 8.661949157714844, 6.713348388671875, 4.5358835856119795]","[12.964673913043478, 14.233695652173912, 13.752717391304348, 13.763586956521738, 14.625, 14.19836956521739, 13.81929347826087, 13.964673913043478, 13.69836956521739, 13.92663043478261, 14.081521739130435, 13.744565217391305, 14.171195652173912, 13.53804347826087, 13.654891304347826, 13.688858695652174, 13.581521739130435, 12.771739130434783, 12.152173913043478, 12.057065217391305, 12.017663043478262, 12.066576086956522, 12.203804347826088, 12.133152173913043, 11.429347826086957, 11.202445652173912, 11.014436141304348, 10.351095448369565, 9.943603515625, 9.736678413722826, 8.798910389775815, 7.094503651494565, 4.886134935461956]"
2218,meta-llama/Llama-3.1-8B,cy_ccg_train:00932,gael,Hefyd dylai'r gost o argraffu'r holiaduron gael ei ystyried.,Hefyd dylai'r gost o argraffu'r holiaduron cael ei ystyried.,cael,SM,MS,direct_object_mutation,"[13.885, 14.4175, 14.12125, 13.81375, 14.09375, 14.0025, 13.81, 14.5175, 14.995, 14.7825, 14.49, 14.385, 14.4625, 14.4225, 14.1525, 14.615, 14.6075, 13.1375, 12.9675, 12.23375, 12.1625, 11.71, 11.665, 11.42875, 11.4125, 10.1625, 9.98125, 9.351875, 8.57359375, 7.94125, 6.672724609375, 4.998369140625, 3.276248779296875]","[13.705, 14.625, 14.4775, 14.1275, 14.21, 14.0025, 14.1325, 14.9575, 15.2375, 14.9675, 14.66, 14.5125, 14.7175, 14.4025, 14.2775, 14.9025, 14.7375, 13.3125, 13.1, 12.52875, 12.48375, 12.03875, 11.74, 11.52125, 11.5, 10.311875, 10.02625, 9.499375, 8.66296875, 8.0634375, 6.529912109375, 5.087783203125, 3.377774658203125]"
2219,meta-llama/Llama-3.1-8B,cy_ccg_test:00338,tri,Mae tri swyddog yn teithio trwy Gymru gyfan yn ymweld ag ysgolion cynradd ac uwchradd er mwyn rhoi arddangosfa o lyfrau a deunyddiau addysgol ac i gasglu archebion.,Mae thri swyddog yn teithio trwy Gymru gyfan yn ymweld ag ysgolion cynradd ac uwchradd er mwyn rhoi arddangosfa o lyfrau a deunyddiau addysgol ac i gasglu archebion.,thri,no_AM,no_mutation,no_mutation,"[13.902985074626866, 13.436567164179104, 13.283582089552239, 13.571828358208956, 13.977611940298507, 14.492537313432836, 13.736007462686567, 14.212686567164178, 14.436567164179104, 14.502798507462687, 14.36660447761194, 13.833955223880597, 14.39365671641791, 13.574626865671641, 13.525186567164178, 13.888059701492537, 13.492537313432836, 12.57089552238806, 12.155317164179104, 11.621268656716419, 11.395055970149254, 11.019123134328359, 11.157649253731343, 10.968050373134329, 10.939365671641792, 9.658465485074627, 9.240555037313433, 8.57695895522388, 7.5390625, 6.683156483208955, 4.769665618440998, 3.2654409835587686, 1.8623403435322776]","[13.970588235294118, 13.605698529411764, 13.507352941176471, 13.813419117647058, 14.074908088235293, 14.587316176470589, 13.829044117647058, 14.300551470588236, 14.465992647058824, 14.512867647058824, 14.338235294117647, 13.695772058823529, 14.288602941176471, 13.446691176470589, 13.420036764705882, 13.840073529411764, 13.395220588235293, 12.451746323529411, 12.074448529411764, 11.557904411764707, 11.315257352941176, 10.934742647058824, 11.029871323529411, 10.860753676470589, 10.804227941176471, 9.6015625, 9.218175551470589, 8.571231617647058, 7.547334558823529, 6.717313878676471, 4.921462563907399, 3.350377363317153, 1.970906467998729]"
2220,meta-llama/Llama-3.1-8B,cy_ccg_test:00932,wefan,Os ydych chi wedi ei chael yn anodd i ganfod eiddo fforddiadwy yn lleol yna mae'n bosib y byddech am ymuno efo'r cannoedd o bobl sydd wedi cofrestru ar wefan newydd Tai Teg.,Os ydych chi wedi ei chael yn anodd i ganfod eiddo fforddiadwy yn lleol yna mae'n bosib y byddech am ymuno efo'r cannoedd o bobl sydd wedi cofrestru ar gwefan newydd Tai Teg.,gwefan,SM,L,ar,"[14.115942028985508, 13.824728260869565, 13.829257246376812, 14.370471014492754, 14.690670289855072, 14.310235507246377, 13.803442028985508, 14.027173913043478, 14.224184782608695, 14.356884057971014, 14.490036231884059, 14.481884057971014, 14.609601449275363, 14.092391304347826, 13.957427536231885, 14.185688405797102, 13.873188405797102, 12.69927536231884, 12.37001811594203, 11.884057971014492, 11.954257246376812, 11.621603260869565, 11.605298913043478, 11.215579710144928, 11.027683423913043, 9.86033740942029, 9.54160297780797, 8.738525390625, 7.837883548460145, 6.761308310688406, 5.354598335597826, 3.6568099657694497, 2.3505469612453296]","[14.2125, 13.829910714285715, 13.722767857142857, 14.298214285714286, 14.607589285714285, 14.213839285714286, 13.773214285714285, 13.975, 14.158482142857142, 14.369642857142857, 14.476785714285715, 14.466964285714285, 14.607142857142858, 14.023214285714285, 13.960714285714285, 14.198214285714286, 13.92232142857143, 12.758928571428571, 12.434375, 12.004464285714286, 12.070982142857142, 11.663169642857143, 11.655580357142858, 11.215625, 11.050055803571428, 9.902957589285714, 9.521365792410714, 8.746278599330358, 7.860735212053571, 6.808244977678571, 5.317166573660714, 3.635073450633458, 2.40588983808245]"
2221,meta-llama/Llama-3.1-8B,cy_ccg_train:00124,Gymraeg,Mae galw yng Nghymru am weithlu a all ddefnyddio'r Gymraeg a'r Saesneg yn hyderus.,Mae galw yng Nghymru am weithlu a all ddefnyddio'r Cymraeg a'r Saesneg yn hyderus.,Cymraeg,SM,MS,def_art_fem_sing_noun,"[13.685661764705882, 13.273897058823529, 12.939338235294118, 13.295955882352942, 13.786764705882353, 14.077205882352942, 14.005514705882353, 14.022058823529411, 14.222426470588236, 14.297794117647058, 13.858455882352942, 13.954044117647058, 14.125, 13.670955882352942, 13.251838235294118, 13.399816176470589, 12.988970588235293, 12.121323529411764, 11.652573529411764, 11.215992647058824, 10.856617647058824, 10.892463235294118, 10.624540441176471, 11.035386029411764, 10.830882352941176, 9.391314338235293, 8.904067095588236, 8.573184742647058, 7.820944393382353, 7.225643382352941, 5.6321267520680145, 4.254191230325138, 2.8545777376960304]","[13.426785714285714, 13.191071428571428, 13.116071428571429, 13.545535714285714, 13.9, 14.176785714285714, 13.95, 14.067857142857143, 14.330357142857142, 14.294642857142858, 14.048214285714286, 14.041071428571428, 14.117857142857142, 13.717857142857143, 13.208928571428572, 13.657142857142857, 13.210714285714285, 12.35, 11.857142857142858, 11.408035714285715, 11.050892857142857, 11.20267857142857, 10.910267857142857, 11.370089285714286, 11.070535714285715, 9.628125, 9.016741071428571, 8.652566964285715, 7.88515625, 7.420256696428571, 5.843111746651786, 4.417555018833705, 2.8768440791538783]"
2222,meta-llama/Llama-3.1-8B,cy_ccg_test:00552,Gaerdydd,"Fel mae rhai sy'n fy nabod i'n bersonol yn gwbod, wnes i symud i fyw i Gaerdydd ar ddiwedd fis Medi eleni.","Fel mae rhai sy'n fy nabod i'n bersonol yn gwbod, wnes i symud i fyw i Caerdydd ar ddiwedd fis Medi eleni.",Caerdydd,SM,L,i,"[13.12936046511628, 13.398255813953488, 13.386627906976743, 13.79796511627907, 13.98982558139535, 14.212209302325581, 13.776162790697674, 13.854651162790697, 13.468023255813954, 14.04796511627907, 14.017441860465116, 13.51017441860465, 13.946220930232558, 13.42296511627907, 13.372819767441861, 13.523255813953488, 13.382267441860465, 12.55232558139535, 11.977470930232558, 11.595203488372093, 11.559956395348838, 11.329941860465116, 11.232376453488373, 11.34375, 10.734375, 10.125726744186046, 10.149345930232558, 9.527434593023257, 8.74207394622093, 8.042355559593023, 6.4630041787790695, 4.431935864825581, 3.4021142471668333]","[12.905523255813954, 13.263081395348838, 13.348837209302326, 13.834302325581396, 14.039244186046512, 14.263081395348838, 13.895348837209303, 13.904069767441861, 13.418604651162791, 14.146802325581396, 14.034156976744185, 13.526162790697674, 13.94186046511628, 13.430232558139535, 13.335029069767442, 13.491279069767442, 13.324127906976743, 12.442587209302326, 11.908430232558139, 11.584302325581396, 11.562863372093023, 11.337572674418604, 11.232558139534884, 11.316224563953488, 10.692405523255815, 10.09484011627907, 10.067587209302326, 9.458030523255815, 8.649777434593023, 8.02872910610465, 6.4725426962209305, 4.503860828488372, 3.5117892775424693]"
2223,meta-llama/Llama-3.1-8B,cy_ccg_test:00295,deulu,"Mae cerddor o Batagonia yn dweud bod yr arbrawf o ddod â'i deulu i Gymru am gyfnod o chwe mis wedi ""gweithio'n ardderchog"".","Mae cerddor o Batagonia yn dweud bod yr arbrawf o ddod â'i teulu i Gymru am gyfnod o chwe mis wedi ""gweithio'n ardderchog"".",teulu,SM,L,'i,"[13.66875, 13.66875, 13.46, 13.8875, 13.975, 13.7925, 13.4275, 13.1575, 13.48875, 13.55875, 13.5975, 13.3025, 13.355625, 12.495, 12.57625, 12.6225, 12.6875, 11.96125, 11.705625, 11.384375, 11.3, 10.87875, 10.5625, 10.20171875, 9.94265625, 8.98859375, 8.9444921875, 8.3576953125, 7.80478515625, 7.314979858398438, 6.038382568359375, 4.320923767089844, 2.8120343017578127]","[13.78125, 13.72, 13.5525, 13.88375, 13.93125, 13.765, 13.345625, 13.02, 13.3775, 13.46125, 13.565, 13.3, 13.299375, 12.4925, 12.54625, 12.565, 12.66, 11.94, 11.678125, 11.344375, 11.28, 10.844375, 10.495625, 10.13984375, 9.85953125, 8.91921875, 8.9160546875, 8.3426953125, 7.79650390625, 7.312011108398438, 6.0143359375, 4.324073181152344, 2.8933309936523437]"
2224,meta-llama/Llama-3.1-8B,cy_ccg_train:00937,fod,Mi ddylase'r hen dafarn fod draw yn y fan acw.,Mi ddylase'r hen dafarn bod draw yn y fan acw.,bod,SM,MS,direct_object_mutation,"[13.073529411764707, 13.360294117647058, 13.492647058823529, 13.459558823529411, 13.599264705882353, 13.283088235294118, 12.863970588235293, 13.125, 13.264705882352942, 13.801470588235293, 13.448529411764707, 13.213235294117647, 13.448529411764707, 13.246323529411764, 13.672794117647058, 13.680147058823529, 13.154411764705882, 12.272058823529411, 11.772058823529411, 11.132352941176471, 10.797794117647058, 11.128676470588236, 11.419117647058824, 11.534926470588236, 11.181985294117647, 10.460477941176471, 10.238970588235293, 10.319393382352942, 9.887867647058824, 9.287224264705882, 8.263786764705882, 7.2068014705882355, 5.8357077205882355]","[12.827205882352942, 13.191176470588236, 13.522058823529411, 13.205882352941176, 13.738970588235293, 13.602941176470589, 13.040441176470589, 13.033088235294118, 13.220588235294118, 13.779411764705882, 13.463235294117647, 13.393382352941176, 13.654411764705882, 13.569852941176471, 13.702205882352942, 13.522058823529411, 13.275735294117647, 12.408088235294118, 11.75, 11.224264705882353, 10.875, 11.056985294117647, 11.294117647058824, 11.377757352941176, 11.042279411764707, 10.645220588235293, 10.388327205882353, 10.409926470588236, 10.030330882352942, 9.573529411764707, 8.545266544117647, 7.431985294117647, 6.142693014705882]"
2225,meta-llama/Llama-3.1-8B,cy_ccg_dev:00258,gynulleidfa,"Wedyn yn goron ar y cyfan bu i'r comedïwr Michael McIntyre ddefnyddio ei raglen sgwrs ar BBC1 i gymharu'r iaith Gymraeg â Pingu, gan honni nad oedd neb ond Alex Jones yn ei siarad, gyda'r gynulleidfa yn morio chwerthin yn gefndirol ar ei sylwadau ffraeth.","Wedyn yn goron ar y cyfan bu i'r comedïwr Michael McIntyre ddefnyddio ei raglen sgwrs ar BBC1 i gymharu'r iaith Gymraeg â Pingu, gan honni nad oedd neb ond Alex Jones yn ei siarad, gyda'r cynulleidfa yn morio chwerthin yn gefndirol ar ei sylwadau ffraeth.",cynulleidfa,SM,MS,def_art_fem_sing_noun,"[13.814516129032258, 13.550403225806452, 13.743279569892474, 13.991935483870968, 14.045698924731182, 14.034610215053764, 13.939516129032258, 13.63978494623656, 13.901881720430108, 13.68010752688172, 13.59274193548387, 13.528225806451612, 13.87768817204301, 13.416666666666666, 13.36491935483871, 13.546370967741936, 13.358198924731182, 12.40994623655914, 11.858870967741936, 11.138104838709678, 11.049899193548388, 10.905745967741936, 10.91364247311828, 11.051957325268818, 10.973412298387096, 9.79782006048387, 9.425098706317204, 8.805631247899866, 8.03927513860887, 7.117205876176075, 5.6842626756237395, 4.419055815665953, 2.905875257266465]","[13.77649456521739, 13.565217391304348, 13.750679347826088, 14.0, 14.08288043478261, 14.090013586956522, 13.99116847826087, 13.719429347826088, 14.021739130434783, 13.775135869565217, 13.644021739130435, 13.613451086956522, 13.91711956521739, 13.452445652173912, 13.444972826086957, 13.63179347826087, 13.408967391304348, 12.44225543478261, 11.892663043478262, 11.177309782608695, 11.08305027173913, 10.92578125, 10.900815217391305, 11.016176970108695, 10.963612432065217, 9.790187669836957, 9.425728175951088, 8.80738233483356, 8.037441087805707, 7.129827084748642, 5.7268938810929, 4.4296293673308, 2.9052439979884936]"
2226,meta-llama/Llama-3.1-8B,cy_ccg_test:00787,fagwyd,Pa gantores bop Gymraeg a Chernyweg a fagwyd yn Despenser St?,Pa gantores bop Gymraeg a Chernyweg a magwyd yn Despenser St?,magwyd,SM,L,a,"[13.169270833333334, 13.205729166666666, 13.161458333333334, 13.657552083333334, 14.166666666666666, 14.5703125, 14.338541666666666, 14.447916666666666, 14.442708333333334, 14.255208333333334, 13.796875, 13.901041666666666, 13.807291666666666, 13.528645833333334, 13.286458333333334, 13.526041666666666, 13.459635416666666, 12.432291666666666, 11.63671875, 11.102864583333334, 11.208333333333334, 11.06640625, 10.824869791666666, 11.162434895833334, 11.15234375, 10.653238932291666, 10.558919270833334, 10.287760416666666, 9.638753255208334, 9.206217447916666, 8.5074462890625, 7.65576171875, 6.3719482421875]","[13.472826086956522, 13.622282608695652, 13.494565217391305, 13.580163043478262, 14.182065217391305, 14.345108695652174, 14.266304347826088, 14.470108695652174, 14.375, 14.192934782608695, 13.720108695652174, 13.956521739130435, 13.85054347826087, 13.47554347826087, 13.157608695652174, 13.320652173913043, 13.278532608695652, 12.478260869565217, 11.735054347826088, 11.30570652173913, 11.31929347826087, 11.14945652173913, 10.990489130434783, 11.13179347826087, 11.14945652173913, 10.724014945652174, 10.689538043478262, 10.340268342391305, 9.637780230978262, 9.196586277173912, 8.676375679347826, 7.84375, 6.691841457201087]"
2227,meta-llama/Llama-3.1-8B,cy_ccg_dev:00021,geisio,"Brexit yw'r broses wleidyddol ryfeddaf i mi ei chofio erioed, ac efallai mai'r peth iachaf i ni gyd fyddai i ni roi'r gorau i geisio gwneud synnwyr o beth sy'n digwydd.","Brexit yw'r broses wleidyddol ryfeddaf i mi ei chofio erioed, ac efallai mai'r peth iachaf i ni gyd fyddai i ni roi'r gorau i ceisio gwneud synnwyr o beth sy'n digwydd.",ceisio,SM,L,i,"[13.539981617647058, 13.956801470588236, 13.768841911764707, 14.34375, 14.351102941176471, 13.982536764705882, 13.722426470588236, 14.144301470588236, 14.415441176470589, 14.205882352941176, 13.970588235294118, 13.794117647058824, 14.265625, 13.860294117647058, 13.860294117647058, 14.310202205882353, 14.293658088235293, 13.107077205882353, 12.619485294117647, 12.217141544117647, 11.860523897058824, 11.834099264705882, 11.771599264705882, 11.793887867647058, 11.621553308823529, 10.282111672794118, 9.788200827205882, 9.142319623161764, 8.163129021139707, 7.093347886029412, 5.5231623930089615, 3.9735338547650505, 2.5468493279288795]","[13.628216911764707, 14.073529411764707, 13.864430147058824, 14.404411764705882, 14.440257352941176, 14.045955882352942, 13.772977941176471, 14.183823529411764, 14.452205882352942, 14.222426470588236, 13.974724264705882, 13.782169117647058, 14.28125, 13.817095588235293, 13.807904411764707, 14.288602941176471, 14.2734375, 13.109834558823529, 12.6171875, 12.230928308823529, 11.889246323529411, 11.869025735294118, 11.803768382352942, 11.887867647058824, 11.671645220588236, 10.279411764705882, 9.769358915441176, 9.124770220588236, 8.136058134191176, 7.056985294117647, 5.482641332289752, 3.969282262465533, 2.571637006366954]"
