index,model,sentence_id,correct_form,correct_sentence,incorrect_sentence,incorrect_form,mutation_type,trigger_type,specific_trigger,layer_nll_correct,layer_nll_incorrect
12,goldfish-models/cym_latn_1000mb,cy_ccg_test:00206,broblem,"Yr ail broblem yw effaith cludo disgyblion sy'n dod o du allan i'r dalgylch, yn enwedig os dônt o Loegr.","Yr ail problem yw effaith cludo disgyblion sy'n dod o du allan i'r dalgylch, yn enwedig os dônt o Loegr.",problem,SM,L,ail,"[41.57405512673514, 8.611094852643353, 7.215588280398931, 5.883504073867308, 4.936968576096531, 4.572973927882101, 4.323654605873993, 3.9616795705764423, 3.602878617077035, 3.4291186913069396, 3.137004539348449, 2.9520877817163376, 3.0452185204818045]","[41.63261904035296, 8.624125576445035, 7.219536503510816, 5.893754099894847, 4.989252028936919, 4.649618127649384, 4.436477435486657, 4.056971310903983, 3.7124480985554067, 3.5667915842662166, 3.2866638564540023, 3.097255060280856, 3.2035888133437505]"
13,goldfish-models/cym_latn_1000mb,cy_ccg_test:00720,weld,Rwy'n siŵr y byddem ni wedi hen weld datrysiad i'r broblem erbyn hyn.,Rwy'n siŵr y byddem ni wedi hen gweld datrysiad i'r broblem erbyn hyn.,gweld,SM,MS,direct_object_mutation,"[41.423694811369245, 8.387159736532913, 6.787109680081668, 5.490345490998344, 4.757214107893799, 4.544419493232119, 4.3133724350482225, 3.8878389299896203, 3.579702755313759, 3.64624824780836, 3.5031331802418113, 3.3756253791507334, 3.4900593055706275]","[41.205529865465664, 8.333098855457807, 6.783859487426908, 5.463156664057782, 4.723990562911096, 4.501432509798753, 4.257665613568143, 3.8932386825939544, 3.627907315734774, 3.7086093936905904, 3.634961601674532, 3.601588814825702, 3.765928713506774]"
14,goldfish-models/cym_latn_1000mb,cy_ccg_train:01271,Gymraeg,"Rydyn ni'n galw am ddatganoli grymoedd darlledu o Lundain i Gymru, ac am sefydlu Menter Ddigidol Gymraeg fyddai'n gweddnewid sefyllfa'r Gymraeg ar-lein.","Rydyn ni'n galw am ddatganoli grymoedd darlledu o Lundain i Gymru, ac am sefydlu Menter Ddigidol Cymraeg fyddai'n gweddnewid sefyllfa'r Gymraeg ar-lein.",Cymraeg,SM,MS,fem_sing_noun_modifier,"[42.36771723803352, 9.887111736571088, 7.941106181810884, 6.45521745052846, 5.355906188488007, 4.973551468485418, 4.43036896872389, 3.966450638630811, 3.596635684317923, 3.282788776592283, 2.8850324073646334, 2.6536167372443527, 2.9759324190672487]","[42.37645412893856, 9.782584970488267, 7.819294261362622, 6.35693365521729, 5.301242440062411, 4.9516307886909035, 4.419870627496173, 3.9689120783689704, 3.6150920456497904, 3.314252980394111, 2.966281903849877, 2.7151731834597097, 3.030214027570122]"
15,goldfish-models/cym_latn_1000mb,cy_ccg_test:00740,Mhen-y-bont,"Ond mewn llythyr at landlord oedrannus yr adeilad ym Mhen-y-bont ar Ogwr, dywed y cyngor eu bod yn ystyried yr arwydd yn ""hysbyseb"".","Ond mewn llythyr at landlord oedrannus yr adeilad ym Pen-y-bont ar Ogwr, dywed y cyngor eu bod yn ystyried yr arwydd yn ""hysbyseb"".",Pen-y-bont,NM,L,ym,"[43.71197460543725, 10.038225281623102, 8.112535572821095, 6.3799121052988115, 5.541144173952841, 4.852751864540961, 4.481397687427459, 3.998110817384816, 3.530371084148365, 3.2579086710278307, 3.1026870878375767, 2.7815239351541328, 3.090937341964755]","[43.22191755233273, 10.203360203773745, 8.260353513302341, 6.550095084213441, 5.744221411405071, 5.003489360693963, 4.660043778799234, 4.157529931635626, 3.700370705386083, 3.4303383890637047, 3.3257072532264096, 3.035046147001389, 3.317928442451258]"
16,goldfish-models/cym_latn_1000mb,cy_ccg_train:00703,ddod,Mae'n rhywbeth dydyn nhw ddim yn mynd i ddod drosto fo.,Mae'n rhywbeth dydyn nhw ddim yn mynd i dod drosto fo.,dod,SM,L,i,"[37.88632876078288, 7.005443533261617, 5.827868103981018, 4.684152857462565, 3.9252082546552023, 3.7610260357459384, 3.6157444496949513, 3.3923148781061174, 3.2746851531167827, 3.004179906224211, 2.897948171943426, 2.743498640755812, 3.0992650993168356]","[38.01330095926921, 7.2311176538467405, 6.12090341647466, 5.02897169192632, 4.185768644014995, 3.9380855351686477, 3.734042853116989, 3.49892672598362, 3.453482284893592, 3.2218670838822923, 3.183134297778209, 3.006209269662698, 3.407314892609914]"
17,goldfish-models/cym_latn_1000mb,cy_ccg_train:01054,flynedd,"Ar ôl dwy flynedd o drefnu arlwy yn yr iaith Wyddeleg, bydd Croí Na Féile yn rhan annatod o'r Electric Picnic yn sir Laois, gŵyl gerddorol fawr fydd yn gweld enwau mawr fel Arctic Monkeys, Snow Patrol, Anne-Marie a The Kooks yn perfformio yn Saesneg.","Ar ôl dwy blynedd o drefnu arlwy yn yr iaith Wyddeleg, bydd Croí Na Féile yn rhan annatod o'r Electric Picnic yn sir Laois, gŵyl gerddorol fawr fydd yn gweld enwau mawr fel Arctic Monkeys, Snow Patrol, Anne-Marie a The Kooks yn perfformio yn Saesneg.",blynedd,SM,L,dwy,"[43.61623176695809, 9.6492308964805, 8.347224932577875, 7.414673109819728, 6.565444442207023, 6.085017543862618, 5.682709419242446, 5.284997245503797, 5.126010961475826, 4.7508941951193036, 4.558899731220056, 4.247797157615423, 4.587295610102869]","[43.56768187265548, 9.688822194224311, 8.38241568065825, 7.463971194914645, 6.630211308036769, 6.134960014580025, 5.721205123581938, 5.330470409924312, 5.176445975929262, 4.8055490705642905, 4.631511898829587, 4.340014880670915, 4.695721801237336]"
18,goldfish-models/cym_latn_1000mb,cy_ccg_train:00151,ogystal,Yn ogystal gwarchodir rhai rhywogaethau yn statudol a gwelir llawer ohonynt yn Eryri.,Yn gogystal gwarchodir rhai rhywogaethau yn statudol a gwelir llawer ohonynt yn Eryri.,gogystal,SM,MS,yn_complement_adj_noun,"[41.88027426775764, 9.467513091423932, 7.901034846025355, 6.914110362529755, 6.295987883034875, 6.046971275525935, 5.875063638915034, 5.559607973212705, 5.415397992576747, 5.094085531035328, 4.818142853266395, 4.597739913528237, 4.947667038835147]","[43.2389177746243, 10.29252020517985, 8.761911637253231, 7.753816122810046, 7.05104931195577, 6.9816836598846646, 6.913177507619063, 6.624697904930347, 6.411292741178638, 6.134160210274988, 5.784533730190661, 5.484177852256431, 5.743044268598573]"
19,goldfish-models/cym_latn_1000mb,cy_ccg_train:01125,fis,Anfonodd Gymdeithas yr Iaith lythyr at Swyddfa'r Post fis Medi.,Anfonodd Gymdeithas yr Iaith lythyr at Swyddfa'r Post mis Medi.,mis,SM,MS,adverb_time_place_manner,"[42.43140296936035, 9.161673579613367, 7.5929711818695065, 6.73060686464111, 6.080473033214608, 5.485208092381557, 5.310851256797711, 5.004847023263574, 4.371098937808226, 3.954660170637847, 3.703904171131823, 3.3421806008554995, 3.6235803705019256]","[42.252433395385744, 9.231131921211878, 7.6012803713480634, 6.778722626715899, 6.129435918852687, 5.5957108698785305, 5.417201808840036, 5.069300235683719, 4.445606651126097, 4.077074843012572, 3.8575384689795706, 3.5550686151720585, 3.8433621110084157]"
20,goldfish-models/cym_latn_1000mb,cy_ccg_test:00739,Dryweryn,"Mae Cyngor Sir Pen-y-bont ar Ogwr yn cael eu cyhuddo o fod yn ""wrth-Gymraeg"" yn sgil eu hymateb i arwydd ""Cofiwch Dryweryn"" ar ochr siop losin yn y dref.","Mae Cyngor Sir Pen-y-bont ar Ogwr yn cael eu cyhuddo o fod yn ""wrth-Gymraeg"" yn sgil eu hymateb i arwydd ""Cofiwch Tryweryn"" ar ochr siop losin yn y dref.",Tryweryn,SM,MS,direct_object_mutation,"[42.37250918876834, 9.015378347257288, 7.360202325553429, 5.871198496440562, 4.987225163455417, 4.393283603394904, 4.12813858615189, 3.61075926272244, 3.2365859984817757, 2.9119911163650656, 2.7834260274429674, 2.665268085957306, 2.723548062544379]","[42.37017933915301, 9.19698570995796, 7.495556021608958, 6.05759090621297, 5.180080688399513, 4.6123515233034045, 4.362576600255036, 3.8521775329803547, 3.4889508757751617, 3.203193144351755, 3.0687376074198345, 2.935152996028348, 2.98113406698403]"
21,goldfish-models/cym_latn_1000mb,cy_ccg_train:01272,Gymraeg,"Tasech chi'n hoffi rhannu'ch teimladau a'ch profiadau o'r Gymraeg, cysylltwch â fi.","Tasech chi'n hoffi rhannu'ch teimladau a'ch profiadau o'r Cymraeg, cysylltwch â fi.",Cymraeg,SM,MS,def_art_fem_sing_noun,"[42.46015437444051, 8.9019777054588, 7.03678152586023, 5.36626286432147, 4.179880243105193, 3.7286687696663043, 3.344525291894873, 3.1270027014543302, 2.897467962509836, 2.8580886151339655, 2.533182107660347, 2.4786357853809022, 2.7176870154313897]","[41.96620798110962, 8.842857984205088, 7.088858672728141, 5.543424228827159, 4.4189424542710185, 3.921999831839154, 3.5933822880809507, 3.3761978614881323, 3.2001286878221435, 3.1037443116626187, 2.8035735585447887, 2.730240159879031, 2.9659455555277723]"
22,goldfish-models/cym_latn_1000mb,cy_ccg_test:00005,gerddoriaeth,"Mae gan gerddoriaeth Cymru hanes hir, ond ychydig iawn o wybodaeth fanwl sydd gennym cyn y 18g pan ddechreuodd hynafiaethwyr ymddiddori yn y pwnc.","Mae gan cerddoriaeth Cymru hanes hir, ond ychydig iawn o wybodaeth fanwl sydd gennym cyn y 18g pan ddechreuodd hynafiaethwyr ymddiddori yn y pwnc.",cerddoriaeth,SM,L,gan,"[40.44927879859661, 9.19634646382825, 7.617920606300749, 6.652927783028833, 6.048161552897815, 5.74315550203981, 5.283616049536343, 4.854783467177687, 4.481187293241764, 4.28650052023345, 4.046759136534971, 3.6713679093739082, 3.8848697245121]","[40.04020618570262, 9.198446808190182, 7.659019844285373, 6.7113270358792665, 6.140734363218834, 5.847424784611011, 5.411734768028917, 5.000520785307062, 4.652725252611884, 4.485476607649491, 4.24397542584559, 3.842472461020124, 4.045545759899863]"
23,goldfish-models/cym_latn_1000mb,cy_ccg_test:00765,Cymraeg,"Yn wir, hoffem fel Cymdeithas ddiolch o galon i'r cymunedau hyn sydd wedi gosod esiampl i gymunedau gwledig Cymraeg ledled y wlad, ac yn enwedig esiampl i'w plant.","Yn wir, hoffem fel Cymdeithas ddiolch o galon i'r cymunedau hyn sydd wedi gosod esiampl i gymunedau gwledig Chymraeg ledled y wlad, ac yn enwedig esiampl i'w plant.",Chymraeg,no_AM,no_mutation,no_mutation,"[41.48839335971408, 9.023197987841236, 7.526297939734326, 6.28441612329334, 5.3348022600015, 4.937498276432355, 4.622216157304744, 4.270673224288556, 4.071728200237784, 3.750025740617679, 3.600950584332976, 3.309973494046264, 3.5091794982242086]","[41.6428870095147, 9.116067120598423, 7.692639413393206, 6.49897335211022, 5.56441734234492, 5.161615226831701, 4.843158071757191, 4.496125804260373, 4.304524045127134, 3.980847819087406, 3.8584997431478567, 3.57952433410618, 3.8078573781272604]"
24,goldfish-models/cym_latn_1000mb,cy_ccg_dev:00388,farchnad,O'r diwedd mae'r Llywodraeth wedi gwneud datganiad mewn ymateb i'r ddeiseb a gyflwynon fis Tachwedd yn galw arnynt i roi grymoedd i Awdurdodau Lleol reoli'r farchnad dai.,O'r diwedd mae'r Llywodraeth wedi gwneud datganiad mewn ymateb i'r ddeiseb a gyflwynon fis Tachwedd yn galw arnynt i roi grymoedd i Awdurdodau Lleol reoli'r marchnad dai.,marchnad,SM,MS,def_art_fem_sing_noun,"[42.12765939612137, 9.385372685758691, 7.690996005542968, 6.397877314667168, 5.3014851299996835, 4.659394245006536, 4.316620009485632, 4.032048315888173, 3.875412830470228, 3.584801407138768, 3.414611872696122, 3.184736178746741, 3.059966086164901]","[42.152644659343515, 9.58825777706347, 7.934781879382698, 6.652678124508576, 5.55273928936865, 4.926432840526104, 4.563342593977914, 4.297597507407007, 4.132798334559132, 3.824379388340994, 3.672071021460732, 3.4364352420854725, 3.2972323231791196]"
25,goldfish-models/cym_latn_1000mb,cy_ccg_test:00923,gymorth,"Yn benodol, mae'r Cyngor yn awyddus i glywed gan wirfoddolwyr allai helpu trwy fynd â phlentyn allan am y diwrnod, mynd gyda theulu ar eu taith siopa wythnosol neu hyd yn oed gynnig gymorth yn y cartref teuluol.","Yn benodol, mae'r Cyngor yn awyddus i glywed gan wirfoddolwyr allai helpu trwy fynd â phlentyn allan am y diwrnod, mynd gyda theulu ar eu taith siopa wythnosol neu hyd yn oed gynnig cymorth yn y cartref teuluol.",cymorth,SM,MS,direct_object_mutation,"[40.52190906351263, 9.025036718357693, 7.548279581083492, 6.5115434872833164, 5.737880679016763, 5.203069803728298, 4.910529404370622, 4.574069194739092, 4.32940419217233, 3.976157467411461, 3.6955994952242524, 3.538194969915573, 3.8375752678495534]","[40.5699501471086, 8.970443355766209, 7.490876366130331, 6.445351967757398, 5.670065140182322, 5.095488133755597, 4.78373997269029, 4.456540079861456, 4.185165467206389, 3.8379685861198762, 3.551738281017275, 3.3708816369921393, 3.6451206276886463]"
26,goldfish-models/cym_latn_1000mb,cy_ccg_train:01291,gyflogwr,Dau brif gyflogwr y ddinas ydy'r Brifysgol ac Ysbyty Gwynedd.,Dau brif cyflogwr y ddinas ydy'r Brifysgol ac Ysbyty Gwynedd.,cyflogwr,SM,MS,adj_before_noun,"[43.71386296408517, 9.310977653733321, 7.672641388539757, 6.557081266971571, 6.104381783200162, 5.917570474424532, 5.692898906501276, 5.120714557656486, 4.423918961850826, 4.089224821056372, 3.894781865713802, 3.8701583864499947, 3.9608580904813215]","[43.400767871311736, 9.541417653007167, 7.994818180799484, 6.8125208762607405, 6.321669700422457, 6.186073587142995, 5.952963305238102, 5.423103636696136, 4.855276770403309, 4.640732512973565, 4.526304286769508, 4.469654010758469, 4.571692582984854]"
27,goldfish-models/cym_latn_1000mb,cy_ccg_test:00096,Gymru,Mae'r rhybudd yn ei le drwy Gymru gyfan.,Mae'r rhybudd yn ei le drwy Cymru gyfan.,Cymru,SM,L,drwy,"[39.40930461883545, 7.292580785850684, 5.984524967769782, 4.908306570102771, 4.3879783774415655, 4.393484083314736, 4.293018948286772, 4.184084565689166, 4.0289200867215795, 3.851254835103949, 3.514457539965709, 3.2756401486694813, 2.9310555681586266]","[38.99444834391276, 7.684396656850974, 6.3738003348310786, 5.231100813796123, 4.6783400674661, 4.593579127142827, 4.467727217823267, 4.310866553336382, 4.203371365865071, 3.997311129545172, 3.7101794543365636, 3.4772767710189023, 3.151969583084186]"
28,goldfish-models/cym_latn_1000mb,cy_ccg_train:00066,derfyn,"Dyma ni, mae paratoadau ar gyfer y Nadolig wedi hen ddechrau, ac rydym yn dechrau agosáu at derfyn ein hamser fel llysgenhadon i'r Coleg Cymraeg.","Dyma ni, mae paratoadau ar gyfer y Nadolig wedi hen ddechrau, ac rydym yn dechrau agosáu at terfyn ein hamser fel llysgenhadon i'r Coleg Cymraeg.",terfyn,SM,L,at,"[40.70735316122732, 8.44126483605754, 6.938999956173282, 5.73421191171773, 5.057213838362405, 4.698757706570529, 4.399406771370841, 4.2132856052579175, 3.915912854297447, 3.511650710960009, 3.375635853578006, 3.2080812260748877, 3.5000052048314]","[40.56118626748362, 8.54840045878964, 7.092191320273184, 5.8894797069651466, 5.201330304085728, 4.861663520756748, 4.600340659444731, 4.417451144211115, 4.127648580661645, 3.7383097529396294, 3.608923838864411, 3.45769805040571, 3.7048764435514325]"
29,goldfish-models/cym_latn_1000mb,cy_ccg_train:00402,wneud,"Doedd dim rhaid i chdi o gwbl, felly diolch am wneud.","Doedd dim rhaid i chdi o gwbl, felly diolch am gwneud.",gwneud,SM,L,am,"[40.45466954367502, 8.436456595148359, 6.735090336629322, 5.730850886021342, 4.743320607713291, 4.349248991480896, 3.9360846749373843, 3.8088923261633942, 3.7850144925926412, 3.8577645676476613, 3.706284783780575, 3.465477271803788, 3.816310042249305]","[40.6011392048427, 8.798512833459037, 7.0299796760082245, 5.970293834805489, 4.947438902088574, 4.524096102586815, 4.136327474245003, 4.064641591959766, 4.106800111276763, 4.193123060677733, 4.049115500279835, 3.855613326387746, 4.183132462735687]"
