index,model,sentence_id,correct_form,correct_sentence,incorrect_sentence,incorrect_form,mutation_type,trigger_type,specific_trigger,layer_nll_correct,layer_nll_incorrect
149,britllm/britllm-3b-v0.1,cy_ccg_dev:00048,ddewis,"Cyn symud i Gaerdydd, nes i ddewis fflat gyda merched a bechgyn, fi fy hun yn ferch.","Cyn symud i Gaerdydd, nes i dewis fflat gyda merched a bechgyn, fi fy hun yn ferch.",dewis,SM,L,i,"[13.64970703125, 9.22509765625, 8.555712890625, 8.778369140625, 9.291748046875, 9.49716796875, 9.61318359375, 9.62919921875, 9.006103515625, 8.948828125, 8.928173828125, 9.114892578125, 8.58194580078125, 8.7018798828125, 8.84464111328125, 8.58104248046875, 8.4565673828125, 7.95579833984375, 7.914019775390625, 8.0685546875, 8.27799072265625, 8.210454559326172, 8.066229248046875, 8.40528564453125, 8.351798248291015, 8.049205589294434, 7.464894986152649, 6.018357455730438, 4.948014897108078, 4.283216598629951, 3.441759613156319, 3.0970303893089293, 2.5847740083932877]","[13.294771634615385, 8.950721153846153, 8.469901842948717, 8.804737580128204, 9.298828125, 9.580228365384615, 9.689603365384615, 9.653445512820513, 9.05108173076923, 9.008814102564102, 9.009314903846153, 9.213792067307692, 8.721254006410257, 8.852714342948717, 9.04288110977564, 8.781450320512821, 8.660369090544872, 8.08016576522436, 8.093480819310898, 8.310556265024038, 8.537206405248398, 8.37915508563702, 8.111954126602564, 8.416018755008013, 8.312476524939903, 8.024220882317959, 7.588752664052523, 6.301480632561904, 5.24809089073768, 4.53935596270439, 3.6787747756028786, 3.2074221280904918, 2.6444689004849167]"
150,britllm/britllm-3b-v0.1,cy_ccg_train:01111,wrthod,Galwodd Saunders Lewis ar Gymry i wrthod llenwi ffurflenni a thalu trethi a thrwyddedau os nad oedd yn bosibl i wneud hynny drwy'r Gymraeg.,Galwodd Saunders Lewis ar Gymry i gwrthod llenwi ffurflenni a thalu trethi a thrwyddedau os nad oedd yn bosibl i wneud hynny drwy'r Gymraeg.,gwrthod,SM,L,i,"[13.563920454545455, 9.440400094696969, 8.828332149621213, 8.885594223484848, 9.367217092803031, 9.658824573863637, 9.749141808712121, 9.896647135416666, 9.423990885416666, 9.473899147727273, 9.338689630681818, 9.411624792850379, 9.161042184540719, 9.065911495324338, 9.195563114050662, 8.88207822857481, 8.46717591719194, 8.307757290926846, 8.510204315185547, 8.246139006181197, 8.372642228097627, 8.402438113183686, 8.088179125930324, 8.398671823920626, 7.795403164444548, 7.348593934015795, 6.73346238786524, 6.0571999044129345, 4.07750788601962, 3.4279085795084634, 2.4348420446569268, 2.212220266009822, 1.574632182265773]","[13.678987873134329, 9.443854944029852, 8.845236707089553, 8.901090251865671, 9.402576958955224, 9.733471315298507, 9.883774486940299, 9.986284398320896, 9.568774778451493, 9.599828008395523, 9.506580865205224, 9.411140100279852, 9.189657182835822, 9.124396936217352, 9.213326069846081, 8.902321886660447, 8.420746874453416, 8.181603730614505, 8.398046009576143, 8.195969168819598, 8.33110177339013, 8.367462585221476, 8.05388562359027, 8.352576759324146, 7.8252995601340904, 7.471701501020744, 6.906834070362262, 6.2141392373327, 4.18082536868195, 3.5918514479452104, 2.6332927141616596, 2.421748481579681, 1.8427905484811584]"
151,britllm/britllm-3b-v0.1,cy_ccg_train:00761,gelynen,Mae'n ymddangos fod y delyn Gymreig yn y bymthegfed a'r unfed ganrif ar bymtheg â cholofn syth iddi gyda'r seinflwch wedi ei naddu o un darn o gelynen neu ywen.,Mae'n ymddangos fod y delyn Gymreig yn y bymthegfed a'r unfed ganrif ar bymtheg â cholofn syth iddi gyda'r seinflwch wedi ei naddu o un darn o celynen neu ywen.,celynen,SM,L,o,"[13.802389705882353, 8.925551470588236, 8.497931985294118, 8.736305147058824, 9.108019301470588, 9.113327205882353, 9.400183823529412, 9.442899816176471, 9.105655445772058, 8.952119715073529, 8.887672334558824, 9.031089154411765, 8.997828584558823, 8.969485294117646, 9.233823529411765, 9.293497242647058, 8.763901654411764, 8.621995634191176, 8.589361213235295, 8.446731387867647, 8.532568359375, 8.644603056066176, 8.245332605698529, 8.161557904411765, 7.858961397058824, 7.543718405330883, 7.4001507927389705, 6.015364433737362, 5.215851368623621, 4.232243190092199, 3.1984521487179927, 2.8180255791720223, 2.3078128660426422]","[13.798345588235295, 8.933226102941177, 8.50546875, 8.741590073529412, 9.071760110294118, 9.07038143382353, 9.291107536764706, 9.327642463235295, 9.057355813419118, 8.938241038602941, 8.980687040441177, 9.065946691176471, 8.977688419117648, 8.92025505514706, 9.167440257352942, 9.25078125, 8.729067095588235, 8.574563419117647, 8.571047794117646, 8.42860538258272, 8.530023552389705, 8.619141702090992, 8.20611608168658, 8.206476189108455, 8.030363195082721, 7.736929859834559, 7.595709856818704, 6.138653216642492, 5.359976476781508, 4.284870731129366, 3.2699381393544815, 2.793947493328768, 2.297788862621083]"
152,britllm/britllm-3b-v0.1,cy_ccg_dev:00290,Genedlaethol,"Yn 1987, cafodd yr olaf o'r cyfyngiadau hyn eu codi gan wneud statws adnau cyfreithiol Llyfrgell Genedlaethol Cymru yr un peth â Llyfrgell Bodleian, Llyfrgell Prifysgol Caergrawnt, Llyfrgell Coleg y Drindod, Dulyn a Llyfrgell Genedlaethol yr Alban.","Yn 1987, cafodd yr olaf o'r cyfyngiadau hyn eu codi gan wneud statws adnau cyfreithiol Llyfrgell Genedlaethol Cymru yr un peth â Llyfrgell Bodleian, Llyfrgell Prifysgol Caergrawnt, Llyfrgell Coleg y Drindod, Dulyn a Llyfrgell Cenedlaethol yr Alban.",Cenedlaethol,SM,MS,fem_sing_noun_modifier,"[13.13580322265625, 8.834716796875, 8.355255126953125, 8.70208740234375, 9.284835815429688, 9.573623657226562, 9.7396240234375, 9.558609008789062, 9.224456787109375, 9.11151123046875, 8.716270446777344, 8.496578216552734, 8.259251594543457, 8.260422706604004, 8.297938823699951, 8.250448226928711, 7.875967502593994, 7.684981822967529, 7.652390480041504, 7.6291961669921875, 7.787081718444824, 7.29466986656189, 6.981792986392975, 7.212723970413208, 6.998274207115173, 7.594482660293579, 6.276445358991623, 5.252005700021982, 3.503965090960264, 2.532206325791776, 1.6834913324564695, 1.0609021075069904, 1.0041440082713962]","[13.1536865234375, 8.82684326171875, 8.364501953125, 8.744384765625, 9.340713500976562, 9.611343383789062, 9.78521728515625, 9.602890014648438, 9.2672119140625, 9.135955810546875, 8.765129089355469, 8.525249481201172, 8.277195930480957, 8.284867286682129, 8.329539775848389, 8.283987045288086, 7.899832248687744, 7.687850475311279, 7.658631324768066, 7.623313903808594, 7.760958671569824, 7.300513982772827, 7.006063997745514, 7.217257738113403, 7.00296688079834, 7.614273190498352, 6.34785433858633, 5.316074097529054, 3.5356078585609794, 2.5915249614045024, 1.7619688054546714, 1.134975429624319, 1.0578821282833815]"
153,britllm/britllm-3b-v0.1,cy_ccg_test:00004,ddiwydiannol,"Mae gan yr Ariannin adnoddau naturiol gwerthfawr, poblogaeth wybodus iawn, amaeth da, a sylfaen ddiwydiannol amrywiol.","Mae gan yr Ariannin adnoddau naturiol gwerthfawr, poblogaeth wybodus iawn, amaeth da, a sylfaen diwydiannol amrywiol.",diwydiannol,SM,MS,fem_sing_noun_modifier,"[13.697535021551724, 8.826946390086206, 8.556371228448276, 8.517578125, 8.950296336206897, 9.062702047413794, 9.072164601293103, 8.868972252155173, 8.556312297952585, 8.541918524380389, 8.439676219019397, 8.534647448309537, 8.09453087839587, 8.091967105865479, 8.195899864722943, 8.151564762510102, 7.918024523504849, 7.764978211501549, 7.88881463017957, 7.461261091561153, 7.558873932937096, 7.101550003577923, 7.029290166394464, 7.748959113811624, 7.217647092095737, 6.465355848443919, 5.259700775146484, 4.108134105287749, 3.3411742222720178, 3.372974494407917, 2.6892729586568374, 2.199531248931227, 1.8120244700333168]","[13.735128837719298, 8.804310581140351, 8.578467653508772, 8.467859100877194, 8.944558662280702, 9.037897478070175, 9.000102796052632, 8.77038788377193, 8.460671943530702, 8.508251524808115, 8.43713164747807, 8.60639873303865, 8.147407448082639, 8.14275990870961, 8.33196502819396, 8.323143406918174, 8.020358972382127, 7.849499484948945, 7.938998741016054, 7.5189867521587175, 7.60661476536801, 7.170880367881374, 7.105064659787898, 7.869558100114789, 7.37175596806041, 6.495879733771608, 5.2641958939401725, 4.152443132902446, 3.4111213328545555, 3.314696529455352, 2.6735008055703684, 2.2832044174796655, 1.860078451926248]"
154,britllm/britllm-3b-v0.1,cy_ccg_dev:00252,ddiwedd,"Wedi cysoni'r newidiadau i'r sgript a wnaethpwyd tra'n ei hymarfer gyda chopi diweddaraf Menna Elfyn, dwi wedi bod yn paratoi'r sgript ar gyfer ei drafft terfynol, a'r drafft bydd yn ymddangos o weisg Gomer ddiwedd y mis.","Wedi cysoni'r newidiadau i'r sgript a wnaethpwyd tra'n ei hymarfer gyda chopi diweddaraf Menna Elfyn, dwi wedi bod yn paratoi'r sgript ar gyfer ei drafft terfynol, a'r drafft bydd yn ymddangos o weisg Gomer diwedd y mis.",diwedd,SM,MS,adverb_time_place_manner,"[14.233873279816514, 9.234733371559633, 8.695921731651376, 8.859769208715596, 9.332085005733944, 9.354071100917432, 9.467925745412844, 9.46179759174312, 9.300951476490825, 9.17556622706422, 9.356006307339449, 9.344699684633028, 9.308262256307339, 9.047475272362385, 9.28873996559633, 9.127669868119266, 8.834987815366972, 8.638967531536696, 8.671122419724771, 8.725043900516056, 8.67823161553899, 8.641862501791858, 8.209277791714449, 7.930269853784404, 7.619486677537271, 7.403109209253154, 6.2803331427617906, 5.142915073884737, 4.543087239659161, 3.849590323386936, 3.205907153427054, 2.970356215030775, 2.2027457022885666]","[14.204210069444445, 9.200520833333334, 8.66749855324074, 8.840639467592593, 9.31642433449074, 9.351888020833334, 9.48220486111111, 9.440339265046296, 9.267207392939815, 9.162507233796296, 9.317672164351851, 9.295012297453704, 9.25000904224537, 9.040635850694445, 9.27222583912037, 9.11674216941551, 8.855134186921296, 8.682020399305555, 8.703129521122685, 8.758687337239584, 8.733865384702328, 8.658553229437935, 8.203514593618888, 7.932472229003906, 7.583181310583044, 7.3270328663013595, 6.247071160210504, 5.130092846022712, 4.525166875786251, 3.8470331033070884, 3.238117828413292, 3.0063573530426733, 2.240038737102791]"
155,britllm/britllm-3b-v0.1,cy_ccg_test:00385,fach,"Cyn adeg chwalu'r mynachlogydd gan Harri VIII o Loegr, yr oedd nifer fach o Gymry, plant y bonedd gan fwyaf, yn derbyn addysg Gymraeg a Lladin mewn mynachlogydd neu yn eu plasdai eu hunain gan diwtoriaid proffesiynol.","Cyn adeg chwalu'r mynachlogydd gan Harri VIII o Loegr, yr oedd nifer bach o Gymry, plant y bonedd gan fwyaf, yn derbyn addysg Gymraeg a Lladin mewn mynachlogydd neu yn eu plasdai eu hunain gan diwtoriaid proffesiynol.",bach,SM,MS,fem_sing_noun_modifier,"[13.567050970873787, 9.038152305825243, 8.585330703883495, 8.68018052184466, 8.971632281553399, 9.124488015776699, 9.27952442354369, 9.390501744538835, 9.345153216019417, 9.242718446601941, 8.954656212075243, 9.026215488470873, 8.794643365063713, 8.486388567581917, 8.608313106796116, 8.587763221518507, 8.427857630461165, 8.206009429635353, 8.310504950365974, 8.13302686376479, 8.245186444625114, 8.163510294793879, 7.8329899611982325, 7.909462938030947, 8.185039985527112, 7.634116259593408, 7.235275547481278, 6.201862759960508, 4.653389955029904, 3.6621489953068855, 2.826734479191234, 2.180941009984433, 1.82022598993431]","[13.586544296116505, 9.009196753640778, 8.569990139563107, 8.640321601941748, 8.92627427184466, 9.067487105582524, 9.221651243932039, 9.33132016080097, 9.290010618932039, 9.209496359223301, 8.925624810376213, 9.04075963288835, 8.828282624772452, 8.480984289669296, 8.601846935679612, 8.614628171457827, 8.46435072815534, 8.26990316446545, 8.361153463715489, 8.165456086686515, 8.267234950389676, 8.203902679739647, 7.806877876948384, 7.890517077399689, 8.152885934681569, 7.600449151205785, 7.225270293291333, 6.1699455513537504, 4.712007403373718, 3.7173856033862216, 2.8731171425106456, 2.192307134276455, 1.8221980969882705]"
156,britllm/britllm-3b-v0.1,cy_ccg_test:00251,gerdd,"Sioe gerdd yn seiliedig ar yr hen chwedl Wyddelig am y tywysog Osian a Nia Ben Aur, y ferch o Dir Na n-Og, yw Nia Ben Aur.","Sioe cerdd yn seiliedig ar yr hen chwedl Wyddelig am y tywysog Osian a Nia Ben Aur, y ferch o Dir Na n-Og, yw Nia Ben Aur.",cerdd,SM,MS,fem_sing_noun_modifier,"[14.893869173728813, 9.277211334745763, 8.789261122881356, 9.217690677966102, 9.710275423728813, 9.987486758474576, 10.275092690677965, 10.254766949152541, 10.046014300847459, 9.932037870762711, 9.334149894067796, 9.110268802966102, 9.130594544491526, 8.868379237288135, 8.566108315677965, 8.42038532838983, 8.147245762711865, 8.114075741525424, 8.010824947033898, 8.139764300847459, 8.182335805084746, 8.07004947985633, 8.025975631455244, 8.16897233866029, 7.916060463856843, 7.1568453513969805, 6.547282445228706, 5.568329811096191, 4.73119984642934, 4.237230333231263, 3.4575745129989364, 3.0331541946378806, 2.64570086487269]","[14.82428609913793, 9.303845635775861, 8.76171875, 9.11139547413793, 9.650121228448276, 10.024245689655173, 10.376010237068966, 10.29950161637931, 10.007947198275861, 10.0078125, 9.571861530172415, 9.284213362068966, 9.20221578663793, 8.928946659482758, 8.67864358836207, 8.642477101293103, 8.340921336206897, 8.327350484913794, 8.3076171875, 8.386853448275861, 8.49542025862069, 8.456278307684537, 8.336208475047144, 8.294454640355603, 8.07194081668196, 7.178189244763605, 6.516302437617861, 5.528107051191659, 4.801317938442888, 4.314403558599538, 3.6726609879526597, 3.3168024338524917, 2.8949596162500053]"
157,britllm/britllm-3b-v0.1,cy_ccg_test:00532,ddysgwr,"Nid yw'n cynnwys gormod o gymhlethdod nac amrywiadau llafar, felly mae'r dull yn addas i bron unrhyw ddysgwr cyhyd ag y gwŷr ychydig dermau gramadegol.","Nid yw'n cynnwys gormod o gymhlethdod nac amrywiadau llafar, felly mae'r dull yn addas i bron unrhyw dysgwr cyhyd ag y gwŷr ychydig dermau gramadegol.",dysgwr,SM,L,unrhyw,"[14.5546875, 9.0861328125, 8.61767578125, 8.785791015625, 9.167236328125, 9.2024169921875, 9.631787109375, 9.736181640625, 9.2989990234375, 9.38623046875, 9.4818603515625, 9.69638671875, 9.2095703125, 9.0158203125, 9.24202880859375, 9.28065185546875, 8.830078125, 8.7425537109375, 8.8188720703125, 8.521142578125, 8.298052978515624, 7.9773681640625, 7.601283264160156, 7.681536865234375, 7.512643432617187, 7.089361572265625, 5.972018432617188, 4.938109683990478, 3.848944456875324, 3.3820987075567244, 2.699161596596241, 2.5286758974194528, 1.9116469457745553]","[14.549248417721518, 9.063340585443038, 8.596123417721518, 8.77793710443038, 9.181418117088608, 9.220752571202532, 9.664111946202532, 9.758554193037975, 9.35564181170886, 9.417227056962025, 9.497626582278482, 9.69051621835443, 9.219837816455696, 9.014611352848101, 9.201950652689874, 9.27101463607595, 8.824465981012658, 8.735660601265822, 8.825182950949367, 8.523190268987342, 8.291559533227849, 7.975462321993671, 7.6097350301621836, 7.656342711629747, 7.4597322488132916, 7.060259468947785, 5.930389017998418, 4.934705613534661, 3.8306589081317566, 3.416571807257737, 2.7515011965473994, 2.648854563507853, 1.967618140993239]"
158,britllm/britllm-3b-v0.1,cy_ccg_train:01040,gynharach,Daeth yn amlwg yn gynharach eleni bod angen ymestyn ystod y cynllun i enwau tiroedd hefyd ar ôl i'r enw Banc y Cornicyll gael ei golli oddi ar y map ordnans a'i ddisodli gan yr enw Hakuna Mattata.,Daeth yn amlwg yn cynharach eleni bod angen ymestyn ystod y cynllun i enwau tiroedd hefyd ar ôl i'r enw Banc y Cornicyll gael ei golli oddi ar y map ordnans a'i ddisodli gan yr enw Hakuna Mattata.,cynharach,SM,MS,yn_complement_adj_noun,"[14.532623626373626, 9.328468406593407, 8.867359203296703, 8.911358173076923, 9.429837740384615, 9.669363839285714, 9.900669642857142, 9.708716088598901, 9.403910542582418, 9.640195741758241, 9.37663118131868, 9.565547733516484, 9.194260817307692, 9.049407623626374, 9.420909168956044, 9.216370299622254, 8.945009336366759, 8.881518018114697, 8.946935632726648, 8.77270742563101, 8.891278948102679, 9.029243217719781, 8.64041544316889, 8.5131103180267, 8.394524375160971, 8.068398066929408, 6.915361509218321, 5.966541112124265, 4.667450648087722, 4.063496112823486, 3.2584043859125496, 2.5837582022279175, 2.1829130977064697]","[14.466260302197803, 9.295930631868131, 8.844994848901099, 8.873240041208792, 9.431275755494505, 9.636804601648352, 9.893028846153847, 9.724974244505495, 9.413043011675825, 9.635559752747254, 9.404532967032967, 9.59559581043956, 9.25236092032967, 9.158460679945055, 9.546789148351648, 9.295694539835164, 9.018323961195055, 8.939273373111265, 8.973206237122254, 8.81489512684581, 8.94236805674794, 9.063033219222184, 8.658165606823596, 8.558924748347355, 8.424369644332717, 8.160916464669365, 7.018711467365642, 6.030626883873572, 4.726532160580813, 4.152345604948945, 3.393058289538373, 2.754269391625792, 2.293506370795952]"
159,britllm/britllm-3b-v0.1,cy_ccg_train:00380,weld,Pwy yw'r sawl yr ydych yn ei weld?,Pwy yw'r sawl yr ydych yn ei gweld?,gweld,SM,L,ei,"[14.6953125, 8.67109375, 8.43828125, 8.7083984375, 8.717578125, 8.22294921875, 8.3109375, 8.7259765625, 8.65419921875, 9.03134765625, 9.279638671875, 9.3236083984375, 9.9481689453125, 9.36572265625, 9.58414306640625, 9.64080810546875, 9.174072265625, 8.95849609375, 9.3427734375, 9.168994140625, 8.831689453125, 8.688232421875, 7.689501953125, 7.2888671875, 6.442918395996093, 6.086370849609375, 4.6805778503417965, 3.9978614807128907, 3.7540920257568358, 2.677275514602661, 2.5123402953147886, 2.0014143109321596, 1.7703377962112428]","[15.037202380952381, 8.442150297619047, 8.326264880952381, 8.704427083333334, 8.983072916666666, 8.633370535714286, 8.715401785714286, 9.065290178571429, 8.814360119047619, 9.118675595238095, 9.539248511904763, 9.558221726190476, 10.020647321428571, 9.623046875, 9.72265625, 10.005766369047619, 9.333891369047619, 9.071986607142858, 9.489769345238095, 9.394903273809524, 9.212425595238095, 8.937313988095237, 8.057849702380953, 7.702473958333333, 6.865931919642857, 6.552734375, 5.035516648065476, 4.228902907598586, 3.497208004906064, 2.6853946958269392, 2.688447986330305, 2.0779488313765753, 1.8781860896519251]"
160,britllm/britllm-3b-v0.1,cy_ccg_train:00343,gyfoedion,"Mae'n alwad i weithredu i arweinwyr, i gyfoedion, i ddylanwadwyr.","Mae'n alwad i weithredu i arweinwyr, i cyfoedion, i ddylanwadwyr.",cyfoedion,SM,L,i,"[13.612017463235293, 9.485294117647058, 9.109260110294118, 9.066521139705882, 9.731732536764707, 9.684627757352942, 9.711741727941176, 9.519990808823529, 9.228515625, 8.654584099264707, 8.768267463235293, 8.717888327205882, 8.899722828584558, 8.573072770062614, 8.401357314165901, 8.739159079159007, 8.396420647116269, 8.091195499195772, 7.773288502412684, 7.623822380514706, 7.0430908203125, 7.0135354434742645, 6.984207826502183, 6.983675339642693, 6.283490741954131, 6.113170623779297, 5.562276791123783, 4.879229941788842, 3.8995272832758285, 3.501832976060755, 3.012010199182174, 2.9269445328151478, 2.2542864540044]","[13.506273674242424, 9.506392045454545, 9.263849431818182, 9.202769886363637, 9.813328598484848, 9.856770833333334, 9.951586174242424, 9.599076704545455, 9.278882575757576, 8.633759469696969, 8.59564393939394, 8.577710700757576, 8.847552675189394, 8.50140195904356, 8.438432173295455, 8.850763494318182, 8.586085464015152, 8.324618252840908, 7.901811079545454, 7.829012784090909, 7.240545099431818, 7.054021661931818, 7.045913233901516, 7.212032433712121, 6.491714015151516, 6.175850145744555, 5.567393346266313, 5.154059836358735, 4.078839952295477, 3.7738817713477393, 3.0881431066628657, 3.0100132696556323, 2.383750294194077]"
161,britllm/britllm-3b-v0.1,cy_ccg_train:01334,drafnidiaeth,Modd o drafnidiaeth hunangynhaliol yn seiliedig ar ddwy olwyn.,Modd o trafnidiaeth hunangynhaliol yn seiliedig ar ddwy olwyn.,trafnidiaeth,SM,L,o,"[14.772181919642858, 9.670758928571429, 9.2763671875, 9.53515625, 10.376674107142858, 10.872209821428571, 10.993024553571429, 10.668108258928571, 10.436244419642858, 9.980189732142858, 9.875, 9.730538504464286, 9.136090959821429, 8.685154506138392, 8.761762346540179, 8.832850864955358, 8.501015799386161, 8.406951904296875, 8.396817888532366, 8.328381674630302, 8.809487479073661, 8.702008928571429, 8.323948451450892, 8.4583740234375, 8.142926897321429, 7.127341134207589, 6.454938071114676, 5.04748010635376, 4.24769617830004, 3.7242759806769237, 3.1260612223829543, 3.1119634253638133, 2.4152552485466003]","[14.778878348214286, 9.66796875, 9.2841796875, 9.541294642857142, 10.218610491071429, 10.722237723214286, 10.889229910714286, 10.471540178571429, 10.160435267857142, 9.445521763392858, 9.755440848214286, 9.67333984375, 9.260044642857142, 8.817836216517858, 8.845458984375, 8.866420200892858, 8.554277692522321, 8.421543666294642, 8.436392647879464, 8.362724304199219, 8.674168178013392, 8.411673409598214, 8.002171107700892, 8.123092651367188, 7.879344395228794, 6.9136962890625, 6.195792061941964, 4.994158336094448, 4.2569363457815985, 3.83439838886261, 3.3020592629909515, 3.1542231951441084, 2.6345155835151672]"
162,britllm/britllm-3b-v0.1,cy_ccg_test:00156,Gymraeg,"Fe ddechreuodd yr ymchwilwyr ar y gwaith ym mis Hydref 1993, ac ar ôl cytuno yr ystod samplau gyda'r Athro Gwyn Thomas o'r Adran Gymraeg, aethpwyd ati i gasglu'r ystod gofynnol o destunau.","Fe ddechreuodd yr ymchwilwyr ar y gwaith ym mis Hydref 1993, ac ar ôl cytuno yr ystod samplau gyda'r Athro Gwyn Thomas o'r Adran Cymraeg, aethpwyd ati i gasglu'r ystod gofynnol o destunau.",Cymraeg,SM,MS,fem_sing_noun_modifier,"[14.433090367268042, 8.849267074742269, 8.639497422680412, 8.744301707474227, 9.178721005154639, 9.559499838917526, 9.5124637564433, 9.430402303479381, 9.182425902061855, 9.40369281572165, 9.401709487757731, 9.198217018363403, 9.015894309761597, 8.840618959407216, 8.951136638208762, 8.94373691204897, 8.51843387564433, 8.293411726804123, 8.551793049291238, 8.386915069265465, 8.238188124194588, 8.17828243294942, 7.557931959014578, 7.597828029357281, 7.3325581108171916, 7.076564282486119, 5.752511565218267, 4.727967753852766, 3.7030858538814426, 2.901697657771946, 2.2037991715460707, 1.7795621648277204, 1.6033060894798987]","[14.478596166237113, 8.846689755154639, 8.636034149484535, 8.73193862757732, 9.177472615979381, 9.564855831185566, 9.554224387886597, 9.501057103737113, 9.260591172680412, 9.490455863402062, 9.51024887242268, 9.299326473904639, 9.06873187822165, 8.887826192010309, 9.025863804768042, 9.004434801868557, 8.595038659793815, 8.386311009987113, 8.6467159310567, 8.458435687822165, 8.311561191204897, 8.227493128825708, 7.588884963202722, 7.601069814151096, 7.380363739642901, 7.105547801735475, 5.709192964219556, 4.683082059486625, 3.6862039897859713, 2.937535310528942, 2.2415597930396953, 1.8525980047343933, 1.6575506261943542]"
163,britllm/britllm-3b-v0.1,cy_ccg_test:00440,weld,"Os ydych am weld pa mor ddrwg yw hi a chyrraedd y storïau arswyd, ystyriwch hyn.","Os ydych am gweld pa mor ddrwg yw hi a chyrraedd y storïau arswyd, ystyriwch hyn.",gweld,SM,L,am,"[14.26522435897436, 9.28505608974359, 8.659154647435898, 8.820262419871796, 9.120042067307692, 9.248898237179487, 9.665064102564102, 10.182391826923077, 9.793219150641026, 9.571339142628204, 9.198793068910257, 8.991836939102564, 8.96767327724359, 8.7373046875, 9.040539863782051, 8.977363782051283, 8.897786458333334, 9.106921073717949, 9.367738381410257, 9.311197916666666, 9.179236778846153, 8.378155048076923, 7.871844951923077, 8.037259615384615, 7.594851762820513, 7.323029346955129, 5.707306690705129, 5.118222065460988, 4.421484922751402, 3.7525077813710923, 3.1515082640525622, 3.295176998162881, 2.4288411843471036]","[14.4564453125, 9.238671875, 8.67724609375, 8.899658203125, 9.132666015625, 9.3109375, 9.70595703125, 10.18017578125, 9.8619140625, 9.6552734375, 9.37119140625, 9.117529296875, 9.0892578125, 8.768115234375, 9.26552734375, 9.24208984375, 9.1142578125, 9.158203125, 9.38037109375, 9.1685546875, 8.934033203125, 8.28671875, 7.878564453125, 8.084912109375, 7.72080078125, 7.5125732421875, 5.8611572265625, 5.092156600952149, 4.323225212097168, 3.7988577127456664, 3.222861635684967, 3.435199412703514, 2.5984998822212217]"
164,britllm/britllm-3b-v0.1,cy_ccg_test:00313,ddatguddiad,"Ei ddatguddiad mawr oedd ""nad oedd yn gwybod dim byd"".","Ei datguddiad mawr oedd ""nad oedd yn gwybod dim byd"".",datguddiad,SM,L,Ei,"[13.605189732142858, 9.344587053571429, 8.475167410714286, 8.891043526785714, 9.305524553571429, 9.34765625, 9.418875558035714, 9.57470703125, 9.477120535714286, 9.521205357142858, 9.412248883928571, 9.471749441964286, 9.166643415178571, 9.216552734375, 9.370152064732142, 9.295375279017858, 8.816615513392858, 8.624616350446429, 9.0771484375, 8.752476283482142, 9.003278459821429, 8.676548549107142, 7.830496651785714, 7.299769810267857, 6.59576416015625, 6.492194039481027, 6.105078560965402, 4.899144853864398, 3.7833914756774902, 3.599975449698312, 2.976213736193521, 2.699376323393413, 1.9285403788089752]","[13.208912037037036, 9.132667824074074, 8.421585648148149, 8.855902777777779, 9.276331018518519, 9.29759837962963, 9.440321180555555, 9.648799189814815, 9.349681712962964, 9.47265625, 9.436921296296296, 9.459056712962964, 9.16775173611111, 9.087456597222221, 9.266493055555555, 9.114872685185185, 8.803674768518519, 8.648799189814815, 9.170717592592593, 8.81810619212963, 9.068070023148149, 8.713324652777779, 7.833206741898148, 7.358796296296297, 6.584318938078703, 6.433194760923032, 6.05439136646412, 4.969554759837963, 3.849999992935746, 3.5085666797779225, 2.9576221218815557, 2.7439626543610185, 1.9983063185656513]"
165,britllm/britllm-3b-v0.1,cy_ccg_test:00909,mynd,Chi'n mynd?,Chi'n fynd?,fynd,no_SM,no_mutation,no_mutation,"[14.709635416666666, 9.830729166666666, 9.255859375, 10.177083333333334, 10.992838541666666, 11.593098958333334, 11.239583333333334, 11.143880208333334, 10.649739583333334, 11.104166666666666, 11.80078125, 11.252604166666666, 11.516927083333334, 11.151041666666666, 10.739583333333334, 10.05859375, 9.513020833333334, 8.993489583333334, 8.735677083333334, 9.03515625, 8.997395833333334, 8.89453125, 8.666015625, 8.306966145833334, 8.1259765625, 7.790608723958333, 6.788889567057292, 7.0001220703125, 6.5271352132161455, 6.224731524785359, 6.113963484764099, 6.317480564117432, 4.138202667236328]","[13.856026785714286, 9.232700892857142, 8.310825892857142, 8.852678571428571, 9.3828125, 9.762276785714286, 9.928013392857142, 9.933035714285714, 9.279575892857142, 10.046875, 11.819196428571429, 11.930803571428571, 12.020089285714286, 11.3984375, 10.985491071428571, 10.087611607142858, 9.708147321428571, 9.157366071428571, 8.830915178571429, 8.917410714285714, 8.358258928571429, 7.991071428571429, 7.573381696428571, 7.376674107142857, 7.835658482142857, 7.244698660714286, 6.660853794642857, 7.262276785714286, 6.359654017857143, 6.368024553571429, 5.987165178571429, 6.129743303571429, 4.607979910714286]"
