index,model,item,sentence_id,correct_form,sentence,incorrect_form,incorrect_sentence,mutation_type,trigger_type,specific_trigger,incorrect_form_mut_type,correct_nll_mean,incorrect_nll_mean,delta,layer_nll_correct,layer_nll_incorrect
10,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                10
item                                                                       3
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            cael
lemma                                                                   cael
mutation_type                                                          no_AM
trigger_type                                                     no_mutation
specific_trigger                                                 no_mutation
token_id                                                                 5.0
prev_word                                                                 yn
incorrect_form                                                          gael
incorrect_sentence         Oedd y fflam yn gael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 10, dtype: object>",0,cael,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",gael,"Oedd y fflam yn gael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",no_AM,no_mutation,no_mutation,SM,4.803029856511524,4.991487527745111,0.1884576712335866,"[10.758410617283412, 10.168959290640695, 9.671603393554687, 9.080719784327917, 4.803029856511524]","[10.75715994153704, 10.194066565377371, 9.696669224330357, 9.121258967263358, 4.991487527745111]"
11,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                11
item                                                                       3
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            cael
lemma                                                                   cael
mutation_type                                                          no_AM
trigger_type                                                     no_mutation
specific_trigger                                                 no_mutation
token_id                                                                 5.0
prev_word                                                                 yn
incorrect_form                                                        nghael
incorrect_sentence         Oedd y fflam yn nghael ei phasio o un gymuned ...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 11, dtype: object>",0,cael,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",nghael,"Oedd y fflam yn nghael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",no_AM,no_mutation,no_mutation,NM,4.803029856511524,5.465612962014145,0.6625831055026206,"[10.758410617283412, 10.168959290640695, 9.671603393554687, 9.080719784327917, 4.803029856511524]","[10.7721848487854, 10.238058699501885, 9.76443084081014, 9.23401435216268, 5.465612962014145]"
12,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                12
item                                                                       4
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gymuned
lemma                                                                cymuned
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                           num_fem_sing_noun
token_id                                                                10.0
prev_word                                                                 un
incorrect_form                                                       cymuned
incorrect_sentence         Oedd y fflam yn cael ei phasio o un cymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 12, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",cymuned,"Oedd y fflam yn cael ei phasio o un cymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,none,4.803029856511524,4.788632255792618,-0.01439760071890639,"[10.758410617283412, 10.168959290640695, 9.671603393554687, 9.080719784327917, 4.803029856511524]","[10.75682806287493, 10.171735382080078, 9.673430170331683, 9.078292533329554, 4.788632255792618]"
13,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                13
item                                                                       4
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gymuned
lemma                                                                cymuned
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                           num_fem_sing_noun
token_id                                                                10.0
prev_word                                                                 un
incorrect_form                                                     nghymuned
incorrect_sentence         Oedd y fflam yn cael ei phasio o un nghymuned ...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 13, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",nghymuned,"Oedd y fflam yn cael ei phasio o un nghymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,NM,4.803029856511524,4.887656155228615,0.08462629871709026,"[10.758410617283412, 10.168959290640695, 9.671603393554687, 9.080719784327917, 4.803029856511524]","[10.764166831970215, 10.183584812709263, 9.698779569353377, 9.124037960597446, 4.887656155228615]"
14,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                14
item                                                                       4
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gymuned
lemma                                                                cymuned
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                           num_fem_sing_noun
token_id                                                                10.0
prev_word                                                                 un
incorrect_form                                                      chymuned
incorrect_sentence         Oedd y fflam yn cael ei phasio o un chymuned i...
num_diffs                                                                  1
incorrect_form_mut_type                                                   AM
Name: 14, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",chymuned,"Oedd y fflam yn cael ei phasio o un chymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,AM,4.803029856511524,4.945220116632325,0.14219026012080072,"[10.758410617283412, 10.168959290640695, 9.671603393554687, 9.080719784327917, 4.803029856511524]","[10.764055361066546, 10.179348482404436, 9.686513137817382, 9.130253900800433, 4.945220116632325]"
15,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                15
item                                                                       5
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                         nghanol
lemma                                                                  canol
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                         yng
token_id                                                                 9.0
prev_word                                                                yng
incorrect_form                                                         canol
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng canol dinas Ba...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 15, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",canol,"O'n ni yn rhan o'r ras oedd yng canol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,none,5.482640419403712,5.783147915204366,0.3005074958006544,"[10.76408240000407, 10.301749801635742, 9.843079503377279, 9.314590787887573, 5.482640419403712]","[10.760710716247559, 10.309971237182618, 9.860123570760091, 9.365085474650066, 5.783147915204366]"
16,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                16
item                                                                       5
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                         nghanol
lemma                                                                  canol
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                         yng
token_id                                                                 9.0
prev_word                                                                yng
incorrect_form                                                         ganol
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng ganol dinas Ba...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 16, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ganol,"O'n ni yn rhan o'r ras oedd yng ganol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,SM,5.482640419403712,5.835601082444191,0.3529606630404789,"[10.76408240000407, 10.301749801635742, 9.843079503377279, 9.314590787887573, 5.482640419403712]","[10.760937213897705, 10.315809059143067, 9.873928705851236, 9.374022817611694, 5.835601082444191]"
17,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                17
item                                                                       5
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                         nghanol
lemma                                                                  canol
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                         yng
token_id                                                                 9.0
prev_word                                                                yng
incorrect_form                                                        chanol
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng chanol dinas B...
num_diffs                                                                  1
incorrect_form_mut_type                                                   AM
Name: 17, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",chanol,"O'n ni yn rhan o'r ras oedd yng chanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,AM,5.482640419403712,5.838050814469655,0.3554103950659435,"[10.76408240000407, 10.301749801635742, 9.843079503377279, 9.314590787887573, 5.482640419403712]","[10.765699195861817, 10.324752235412598, 9.876118342081705, 9.37523299853007, 5.838050814469655]"
18,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                18
item                                                                       6
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                            rhan
lemma                                                                   rhan
mutation_type                                                          no_SM
trigger_type                                                     no_mutation
specific_trigger                                                 no_mutation
token_id                                                                 4.0
prev_word                                                                 yn
incorrect_form                                                           ran
incorrect_sentence         O'n ni yn ran o'r ras oedd yng nghanol dinas B...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 18, dtype: object>",1,rhan,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ran,"O'n ni yn ran o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",no_SM,no_mutation,no_mutation,SM,5.482640419403712,5.799822494884332,0.3171820754806207,"[10.76408240000407, 10.301749801635742, 9.843079503377279, 9.314590787887573, 5.482640419403712]","[10.765677865346273, 10.327317841847737, 9.895945294698079, 9.384332021077475, 5.799822494884332]"
19,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                19
item                                                                       7
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                          wahodd
lemma                                                                gwahodd
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                      direct_object_mutation
token_id                                                                15.0
prev_word                                                                nhw
incorrect_form                                                       gwahodd
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 19, dtype: object>",1,wahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",gwahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw gwahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",SM,MS,direct_object_mutation,none,5.482640419403712,5.526141332586606,0.04350091318289451,"[10.76408240000407, 10.301749801635742, 9.843079503377279, 9.314590787887573, 5.482640419403712]","[10.761806805928549, 10.305850315093995, 9.852966467539469, 9.332509152094524, 5.526141332586606]"
20,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                20
item                                                                       7
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                          wahodd
lemma                                                                gwahodd
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                      direct_object_mutation
token_id                                                                15.0
prev_word                                                                nhw
incorrect_form                                                      ngwahodd
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 20, dtype: object>",1,wahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ngwahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw ngwahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",SM,MS,direct_object_mutation,NM,5.482640419403712,5.705959263443947,0.22331884404023494,"[10.76408240000407, 10.301749801635742, 9.843079503377279, 9.314590787887573, 5.482640419403712]","[10.767141278584798, 10.307370599110921, 9.859231821695964, 9.355365641911824, 5.705959263443947]"
21,goldfish-models/cym_latn_10mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                21
item                                                                       8
sent_id                                                                    2
source                     https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence           Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                            gred
lemma                                                                   cred
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                       def_art_fem_sing_noun
token_id                                                                 2.0
prev_word                                                                  Y
incorrect_form                                                          cred
incorrect_sentence         Y cred yw bod y system bresennol â chapasiti i...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 21, dtype: object>",2,gred,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",cred,"Y cred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",SM,MS,def_art_fem_sing_noun,none,5.424234421629655,5.4916460059191055,0.06741158428945049,"[10.802896047893324, 10.317113274022153, 9.86727197546708, 9.334525936528257, 5.424234421629655]","[10.803546905517578, 10.318187061109041, 9.85919455478066, 9.316998080203408, 5.4916460059191055]"
