index,model,item,sentence_id,correct_form,sentence,incorrect_form,incorrect_sentence,mutation_type,trigger_type,specific_trigger,incorrect_form_mut_type,correct_nll_mean,incorrect_nll_mean,delta,layer_nll_correct,layer_nll_incorrect
10,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                10
item                                                                       3
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            cael
lemma                                                                   cael
mutation_type                                                          no_AM
trigger_type                                                     no_mutation
specific_trigger                                                 no_mutation
token_id                                                                 5.0
prev_word                                                                 yn
incorrect_form                                                          gael
incorrect_sentence         Oedd y fflam yn gael ei phasio o un gymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 10, dtype: object>",0,cael,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",gael,"Oedd y fflam yn gael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",no_AM,no_mutation,no_mutation,SM,4.956712175267083,5.203117443834032,0.24640526856694933,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.763795580182757, 10.30936143057687, 9.65347205570766, 9.088142544882638, 5.203117443834032]"
11,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                11
item                                                                       3
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                            cael
lemma                                                                   cael
mutation_type                                                          no_AM
trigger_type                                                     no_mutation
specific_trigger                                                 no_mutation
token_id                                                                 5.0
prev_word                                                                 yn
incorrect_form                                                        nghael
incorrect_sentence         Oedd y fflam yn nghael ei phasio o un gymuned ...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 11, dtype: object>",0,cael,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",nghael,"Oedd y fflam yn nghael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",no_AM,no_mutation,no_mutation,NM,4.956712175267083,5.675267189741135,0.7185550144740516,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.780798514684042, 10.351068337758383, 9.74029533068339, 9.223253528277079, 5.675267189741135]"
12,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                12
item                                                                       4
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gymuned
lemma                                                                cymuned
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                           num_fem_sing_noun
token_id                                                                10.0
prev_word                                                                 un
incorrect_form                                                       cymuned
incorrect_sentence         Oedd y fflam yn cael ei phasio o un cymuned i'...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 12, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",cymuned,"Oedd y fflam yn cael ei phasio o un cymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,none,4.956712175267083,4.989842238596507,0.03313006332942425,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.763876833234514, 10.273933601379394, 9.640375873020718, 9.035485771724156, 4.989842238596507]"
13,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                13
item                                                                       4
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gymuned
lemma                                                                cymuned
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                           num_fem_sing_noun
token_id                                                                10.0
prev_word                                                                 un
incorrect_form                                                     nghymuned
incorrect_sentence         Oedd y fflam yn cael ei phasio o un nghymuned ...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 13, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",nghymuned,"Oedd y fflam yn cael ei phasio o un nghymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,NM,4.956712175267083,5.188483050039836,0.23177087477275293,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.77170445578439, 10.300426237923759, 9.685387420654298, 9.125034168788366, 5.188483050039836]"
14,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                14
item                                                                       4
sent_id                                                                    0
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           Oedd y fflam yn cael ei phasio o un gymuned i'...
correct_form                                                         gymuned
lemma                                                                cymuned
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                           num_fem_sing_noun
token_id                                                                10.0
prev_word                                                                 un
incorrect_form                                                      chymuned
incorrect_sentence         Oedd y fflam yn cael ei phasio o un chymuned i...
num_diffs                                                                  1
incorrect_form_mut_type                                                   AM
Name: 14, dtype: object>",0,gymuned,"Oedd y fflam yn cael ei phasio o un gymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",chymuned,"Oedd y fflam yn cael ei phasio o un chymuned i'r llall, ac ym mhob cymuned wedyn roedd digwyddiadau fel gigs a gweithgareddau i gydfynd â'r ras.",SM,MS,num_fem_sing_noun,AM,4.956712175267083,5.157404348679951,0.20069217341286816,"[10.76456241607666, 10.282555988856725, 9.615113585335868, 9.002464553288052, 4.956712175267083]","[10.769615745544433, 10.293882261003766, 9.64282294682094, 9.061537660871233, 5.157404348679951]"
15,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                15
item                                                                       5
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                         nghanol
lemma                                                                  canol
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                         yng
token_id                                                                 9.0
prev_word                                                                yng
incorrect_form                                                         canol
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng canol dinas Ba...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 15, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",canol,"O'n ni yn rhan o'r ras oedd yng canol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,none,5.5612687454108265,5.842139721397431,0.2808709759866046,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.763009901969664, 10.399402956808768, 9.735629758527201, 8.965106256546512, 5.842139721397431]"
16,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                16
item                                                                       5
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                         nghanol
lemma                                                                  canol
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                         yng
token_id                                                                 9.0
prev_word                                                                yng
incorrect_form                                                         ganol
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng ganol dinas Ba...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 16, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ganol,"O'n ni yn rhan o'r ras oedd yng ganol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,SM,5.5612687454108265,5.819619892585662,0.2583511471748352,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.765373291507844, 10.400652977728075, 9.754695215532857, 8.995340454962946, 5.819619892585662]"
17,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                17
item                                                                       5
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                         nghanol
lemma                                                                  canol
mutation_type                                                             NM
trigger_type                                                               L
specific_trigger                                                         yng
token_id                                                                 9.0
prev_word                                                                yng
incorrect_form                                                        chanol
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng chanol dinas B...
num_diffs                                                                  1
incorrect_form_mut_type                                                   AM
Name: 17, dtype: object>",1,nghanol,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",chanol,"O'n ni yn rhan o'r ras oedd yng chanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",NM,L,yng,AM,5.5612687454108265,5.901763022426636,0.3404942770158099,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.76733358444706, 10.407517710039693, 9.753307342529297, 9.012295476851925, 5.901763022426636]"
18,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                18
item                                                                       6
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                            rhan
lemma                                                                   rhan
mutation_type                                                          no_SM
trigger_type                                                     no_mutation
specific_trigger                                                 no_mutation
token_id                                                                 4.0
prev_word                                                                 yn
incorrect_form                                                           ran
incorrect_sentence         O'n ni yn ran o'r ras oedd yng nghanol dinas B...
num_diffs                                                                  1
incorrect_form_mut_type                                                   SM
Name: 18, dtype: object>",1,rhan,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ran,"O'n ni yn ran o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",no_SM,no_mutation,no_mutation,SM,5.5612687454108265,5.821307311134953,0.26003856572412687,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.768598002772178, 10.403437245276667, 9.732829093933105, 8.973890443002023, 5.821307311134953]"
19,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                19
item                                                                       7
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                          wahodd
lemma                                                                gwahodd
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                      direct_object_mutation
token_id                                                                15.0
prev_word                                                                nhw
incorrect_form                                                       gwahodd
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 19, dtype: object>",1,wahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",gwahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw gwahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",SM,MS,direct_object_mutation,none,5.5612687454108265,5.606219653641024,0.04495090823019776,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.76661503699518, 10.389621457745951, 9.70863486874488, 8.906618425923009, 5.606219653641024]"
20,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                20
item                                                                       7
sent_id                                                                    1
source                     https://www.bbc.com/cymrufyw/erthyglau/cx2d29p...
correct_sentence           O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
correct_form                                                          wahodd
lemma                                                                gwahodd
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                      direct_object_mutation
token_id                                                                15.0
prev_word                                                                nhw
incorrect_form                                                      ngwahodd
incorrect_sentence         O'n ni yn rhan o'r ras oedd yng nghanol dinas ...
num_diffs                                                                  1
incorrect_form_mut_type                                                   NM
Name: 20, dtype: object>",1,wahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw wahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",ngwahodd,"O'n ni yn rhan o'r ras oedd yng nghanol dinas Barcelona, lle 'naethon nhw ngwahodd cymunedau o ieithoedd lleiafrifol eraill atyn nhw.",SM,MS,direct_object_mutation,NM,5.5612687454108265,5.794471133620508,0.23320238820968164,"[10.768034996524934, 10.386398899939753, 9.694568910906392, 8.883869555688673, 5.5612687454108265]","[10.769652520456622, 10.393386625474498, 9.70515598789338, 8.904126782571115, 5.794471133620508]"
21,goldfish-models/cym_latn_5mb,"<bound method IndexOpsMixin.item of Unnamed: 0                                                                21
item                                                                       8
sent_id                                                                    2
source                     https://www.bbc.com/cymrufyw/erthyglau/cx21lw1...
correct_sentence           Y gred yw bod y system bresennol â chapasiti i...
correct_form                                                            gred
lemma                                                                   cred
mutation_type                                                             SM
trigger_type                                                              MS
specific_trigger                                       def_art_fem_sing_noun
token_id                                                                 2.0
prev_word                                                                  Y
incorrect_form                                                          cred
incorrect_sentence         Y cred yw bod y system bresennol â chapasiti i...
num_diffs                                                                  1
incorrect_form_mut_type                                                 none
Name: 21, dtype: object>",2,gred,"Y gred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",cred,"Y cred yw bod y system bresennol â chapasiti i bweru tua 144,000 o gartrefi.",SM,MS,def_art_fem_sing_noun,none,5.336981424375584,5.560559503145908,0.22357807877032343,"[10.814636130081979, 10.219337463378906, 9.54514475872642, 8.94565278605411, 5.336981424375584]","[10.815967409234299, 10.309808781272487, 9.636980558696546, 9.001950439653898, 5.560559503145908]"
